work_order_id,case_id,created_datetime,completed_datetime,campus_key,team_key,category,contractor_name,response_business_hours,completion_business_hours,on_time_flag,rework_flag,contractor_cost_aud,synthetic_label
WO-00386,CASE-008152,2026-04-14 10:01:00,2026-04-18 01:48:54,1,9,Security and lighting,CampusWorks Services,3.84,58.53,1,0,490.5,Synthetic demonstration data — not actual University of Sydney results
WO-00387,CASE-016988,2025-08-31 12:19:00,2025-09-01 13:26:45,1,9,HVAC and temperature,Learning Spaces Technical,15.75,16.75,1,0,446.29,Synthetic demonstration data — not actual University of Sydney results
WO-00388,CASE-007109,2026-02-09 11:46:00,2026-02-12 01:07:42,1,9,Study spaces,Metro Building Care,10.99,40.91,1,0,708.71,Synthetic demonstration data — not actual University of Sydney results
WO-00389,CASE-014864,2026-03-16 08:15:00,2026-03-16 23:38:52,3,10,Accessibility,Metro Building Care,4.03,10.27,1,0,177.84,Synthetic demonstration data — not actual University of Sydney results
WO-00390,CASE-016173,2026-01-21 17:22:00,2026-01-24 22:42:34,1,9,HVAC and temperature,CampusWorks Services,10.93,51.56,1,0,170.27,Synthetic demonstration data — not actual University of Sydney results
WO-00391,CASE-001694,2025-10-23 17:35:00,2025-10-25 04:26:52,1,9,Study spaces,CampusWorks Services,11.08,23.24,1,1,408.82,Synthetic demonstration data — not actual University of Sydney results
WO-00392,CASE-000214,2025-07-28 11:33:00,2025-07-29 10:15:40,3,8,Teaching room equipment,CampusWorks Services,2.74,15.14,1,0,286.87,Synthetic demonstration data — not actual University of Sydney results
WO-00393,CASE-011528,2025-03-14 15:08:00,2025-03-15 17:27:49,1,9,Security and lighting,CampusWorks Services,7.53,17.55,1,0,120.0,Synthetic demonstration data — not actual University of Sydney results
WO-00394,CASE-000974,2025-07-04 15:59:00,2025-07-05 20:20:40,1,9,HVAC and temperature,CampusWorks Services,5.17,18.91,1,1,442.99,Synthetic demonstration data — not actual University of Sydney results
WO-00395,CASE-012416,2025-12-16 16:51:00,2025-12-17 04:45:14,1,10,Accessibility,CampusWorks Services,6.23,7.94,1,0,226.34,Synthetic demonstration data — not actual University of Sydney results
WO-00396,CASE-004324,2026-03-10 13:25:00,2026-03-14 08:47:20,1,9,HVAC and temperature,CampusWorks Services,8.4,60.91,1,1,301.84,Synthetic demonstration data — not actual University of Sydney results
WO-00397,CASE-002740,2024-11-21 16:21:00,2024-11-22 20:16:52,2,9,Study spaces,Learning Spaces Technical,3.53,18.62,1,0,301.38,Synthetic demonstration data — not actual University of Sydney results
WO-00398,CASE-008113,2025-08-02 12:32:00,2025-08-03 10:49:20,1,9,Cleanliness,CampusWorks Services,3.82,14.86,1,1,95.36,Synthetic demonstration data — not actual University of Sydney results
WO-00399,CASE-009361,2025-11-28 18:57:00,2025-11-29 21:16:06,1,9,Study spaces,CampusWorks Services,12.54,17.55,1,0,299.01,Synthetic demonstration data — not actual University of Sydney results
WO-00400,CASE-000060,2025-07-09 19:13:00,2025-07-11 04:37:26,1,8,Teaching room equipment,Learning Spaces Technical,4.56,22.27,1,0,69.9,Synthetic demonstration data — not actual University of Sydney results
WO-00401,CASE-007166,2026-05-01 15:32:00,2026-05-05 22:13:02,1,9,Study spaces,CampusWorks Services,4.38,68.46,1,1,456.27,Synthetic demonstration data — not actual University of Sydney results
WO-00402,CASE-008179,2025-04-03 14:18:00,2025-04-04 03:09:14,1,10,Accessibility,Learning Spaces Technical,2.33,8.57,1,0,399.52,Synthetic demonstration data — not actual University of Sydney results
WO-00403,CASE-016232,2025-01-28 08:30:00,2025-01-30 20:13:34,1,9,Study spaces,Metro Building Care,4.96,39.82,1,0,383.8,Synthetic demonstration data — not actual University of Sydney results
WO-00404,CASE-003080,2026-01-15 17:53:00,2026-01-17 03:28:09,1,9,HVAC and temperature,Metro Building Care,8.62,22.39,0,0,55.9,Synthetic demonstration data — not actual University of Sydney results
WO-00405,CASE-009277,2025-06-18 15:39:00,2025-06-23 06:58:05,1,9,HVAC and temperature,Metro Building Care,1.87,74.21,1,0,199.89,Synthetic demonstration data — not actual University of Sydney results
WO-00406,CASE-015167,2025-01-16 11:59:00,2025-01-18 08:18:36,1,9,Security and lighting,CampusWorks Services,5.79,29.55,1,0,143.99,Synthetic demonstration data — not actual University of Sydney results
WO-00407,CASE-017122,2026-08-13 14:53:00,2026-08-15 00:33:14,1,9,Study spaces,Learning Spaces Technical,8.04,22.45,1,0,102.05,Synthetic demonstration data — not actual University of Sydney results
WO-00408,CASE-017210,2025-07-16 12:18:00,2025-07-17 01:17:29,1,9,HVAC and temperature,Learning Spaces Technical,5.18,8.66,1,0,314.89,Synthetic demonstration data — not actual University of Sydney results
WO-00409,CASE-012859,2025-01-08 09:03:00,2025-01-10 01:01:06,2,9,HVAC and temperature,CampusWorks Services,6.28,26.65,1,0,901.0,Synthetic demonstration data — not actual University of Sydney results
WO-00410,CASE-007052,2024-10-28 10:43:00,2024-10-29 11:40:29,1,9,Cleanliness,Metro Building Care,3.01,16.64,1,0,337.96,Synthetic demonstration data — not actual University of Sydney results
WO-00411,CASE-009661,2024-10-28 18:54:00,2024-10-31 14:45:05,1,9,Study spaces,Metro Building Care,6.18,45.23,1,1,589.75,Synthetic demonstration data — not actual University of Sydney results
WO-00412,CASE-002075,2025-07-18 10:23:00,2025-07-19 22:55:12,1,9,Cleanliness,CampusWorks Services,7.22,24.36,1,0,193.61,Synthetic demonstration data — not actual University of Sydney results
WO-00413,CASE-016507,2025-03-27 15:36:00,2025-03-30 18:42:52,1,9,Study spaces,Learning Spaces Technical,7.86,50.08,1,0,285.77,Synthetic demonstration data — not actual University of Sydney results
WO-00414,CASE-000906,2025-12-24 08:39:00,2025-12-25 08:41:20,1,8,Teaching room equipment,Metro Building Care,3.02,16.03,1,1,198.55,Synthetic demonstration data — not actual University of Sydney results
WO-00415,CASE-012917,2026-04-13 16:45:00,2026-04-17 00:38:23,2,9,Study spaces,Metro Building Care,8.11,53.26,1,0,287.33,Synthetic demonstration data — not actual University of Sydney results
WO-00416,CASE-002738,2025-08-05 13:44:00,2025-08-09 13:22:59,2,9,Study spaces,Learning Spaces Technical,3.29,63.77,1,0,119.75,Synthetic demonstration data — not actual University of Sydney results
WO-00417,CASE-002216,2025-02-04 14:18:00,2025-02-05 15:46:20,1,10,Accessibility,Learning Spaces Technical,5.24,16.98,0,0,342.09,Synthetic demonstration data — not actual University of Sydney results
WO-00418,CASE-006747,2026-02-17 14:59:00,2026-02-20 18:18:18,1,10,Accessibility,Learning Spaces Technical,3.23,50.21,0,0,574.59,Synthetic demonstration data — not actual University of Sydney results
WO-00419,CASE-003313,2024-09-06 17:24:00,2024-09-07 07:14:41,1,10,Accessibility,CampusWorks Services,5.95,9.23,1,0,186.19,Synthetic demonstration data — not actual University of Sydney results
WO-00420,CASE-013466,2025-10-30 18:01:00,2025-11-01 16:54:16,1,9,Study spaces,CampusWorks Services,12.7,31.26,1,0,537.87,Synthetic demonstration data — not actual University of Sydney results
WO-00421,CASE-005166,2026-02-19 10:55:00,2026-02-21 04:31:20,2,10,Accessibility,CampusWorks Services,3.71,27.74,1,0,700.72,Synthetic demonstration data — not actual University of Sydney results
WO-00422,CASE-011009,2026-06-28 18:55:00,2026-07-01 07:01:34,1,9,Study spaces,Metro Building Care,3.46,40.07,1,0,263.11,Synthetic demonstration data — not actual University of Sydney results
WO-00423,CASE-010748,2026-03-23 12:57:00,2026-03-25 08:11:16,1,9,HVAC and temperature,CampusWorks Services,13.26,28.83,0,0,301.4,Synthetic demonstration data — not actual University of Sydney results
WO-00424,CASE-017987,2025-08-24 16:59:00,2025-08-26 15:12:30,1,9,HVAC and temperature,Learning Spaces Technical,3.37,30.82,1,0,467.01,Synthetic demonstration data — not actual University of Sydney results
WO-00425,CASE-008685,2025-03-22 17:37:00,2025-03-24 18:36:10,1,9,HVAC and temperature,CampusWorks Services,17.36,32.66,0,0,2353.14,Synthetic demonstration data — not actual University of Sydney results
WO-00426,CASE-016268,2025-12-12 10:02:00,2025-12-13 01:26:11,3,9,HVAC and temperature,CampusWorks Services,5.9,10.27,1,0,229.09,Synthetic demonstration data — not actual University of Sydney results
WO-00427,CASE-011325,2025-11-12 14:14:00,2025-11-13 04:40:31,1,8,Teaching room equipment,CampusWorks Services,8.63,9.63,1,0,433.8,Synthetic demonstration data — not actual University of Sydney results
WO-00428,CASE-015454,2024-11-15 09:47:00,2024-11-16 16:19:26,1,9,Security and lighting,Learning Spaces Technical,2.32,20.36,1,1,838.84,Synthetic demonstration data — not actual University of Sydney results
WO-00429,CASE-003071,2026-06-30 10:38:00,2026-07-03 12:05:52,1,8,Teaching room equipment,CampusWorks Services,4.32,48.98,1,0,389.38,Synthetic demonstration data — not actual University of Sydney results
WO-00430,CASE-016067,2024-11-25 10:52:00,2024-11-26 15:50:27,1,9,Security and lighting,Metro Building Care,4.42,19.32,1,0,78.67,Synthetic demonstration data — not actual University of Sydney results
WO-00431,CASE-005468,2026-05-21 09:57:00,2026-05-25 01:34:24,2,10,Accessibility,Metro Building Care,6.01,58.42,0,0,1249.3,Synthetic demonstration data — not actual University of Sydney results
WO-00432,CASE-011132,2026-03-16 18:17:00,2026-03-18 07:42:29,3,10,Accessibility,Learning Spaces Technical,2.85,24.95,1,0,106.92,Synthetic demonstration data — not actual University of Sydney results
WO-00433,CASE-014970,2024-12-24 09:43:00,2024-12-26 11:25:03,1,10,Accessibility,Learning Spaces Technical,9.66,33.13,1,0,327.56,Synthetic demonstration data — not actual University of Sydney results
WO-00434,CASE-013628,2025-03-13 14:53:00,2025-03-14 18:57:53,2,10,Accessibility,CampusWorks Services,7.46,18.72,1,0,1138.97,Synthetic demonstration data — not actual University of Sydney results
WO-00435,CASE-005895,2024-09-19 17:57:00,2024-09-24 14:58:02,1,9,HVAC and temperature,Metro Building Care,5.33,78.01,1,0,189.68,Synthetic demonstration data — not actual University of Sydney results
WO-00436,CASE-002662,2025-07-23 15:54:00,2025-07-25 11:18:17,1,9,Study spaces,Metro Building Care,6.06,28.94,0,0,277.31,Synthetic demonstration data — not actual University of Sydney results
WO-00437,CASE-000671,2026-02-09 10:41:00,2026-02-12 04:51:41,1,10,Accessibility,Learning Spaces Technical,2.4,44.12,1,0,429.32,Synthetic demonstration data — not actual University of Sydney results
WO-00438,CASE-005490,2025-03-27 16:38:00,2025-03-28 16:13:48,1,9,Study spaces,Metro Building Care,3.87,15.73,1,0,604.65,Synthetic demonstration data — not actual University of Sydney results
WO-00439,CASE-009576,2025-09-18 13:19:00,2025-09-18 23:58:24,1,9,Security and lighting,Learning Spaces Technical,2.34,7.1,1,0,151.66,Synthetic demonstration data — not actual University of Sydney results
WO-00440,CASE-010097,2025-10-31 10:51:00,2025-11-02 18:15:21,2,9,Security and lighting,Metro Building Care,6.27,36.94,1,0,173.81,Synthetic demonstration data — not actual University of Sydney results
WO-00441,CASE-003908,2025-09-25 13:49:00,2025-09-26 02:14:52,3,9,HVAC and temperature,Metro Building Care,7.29,8.29,1,0,272.58,Synthetic demonstration data — not actual University of Sydney results
WO-00442,CASE-015799,2026-01-28 09:58:00,2026-01-29 04:22:26,2,9,HVAC and temperature,CampusWorks Services,5.22,12.27,1,0,778.85,Synthetic demonstration data — not actual University of Sydney results
WO-00443,CASE-004273,2025-07-30 15:48:00,2025-08-01 02:34:33,2,8,Teaching room equipment,Metro Building Care,6.1,23.18,1,0,550.46,Synthetic demonstration data — not actual University of Sydney results
WO-00444,CASE-005328,2025-06-19 08:37:00,2025-06-20 11:09:24,1,9,Study spaces,CampusWorks Services,6.95,17.69,0,0,618.2,Synthetic demonstration data — not actual University of Sydney results
WO-00445,CASE-004587,2026-02-12 18:47:00,2026-02-13 10:58:13,3,9,Cleanliness,CampusWorks Services,2.82,10.79,1,0,204.52,Synthetic demonstration data — not actual University of Sydney results
WO-00446,CASE-007056,2026-06-05 12:14:00,2026-06-06 13:57:14,1,9,Cleanliness,Learning Spaces Technical,4.28,17.15,1,0,156.41,Synthetic demonstration data — not actual University of Sydney results
WO-00447,CASE-002310,2026-06-25 13:18:00,2026-06-26 13:13:22,1,8,Teaching room equipment,Metro Building Care,3.91,15.95,1,0,315.88,Synthetic demonstration data — not actual University of Sydney results
WO-00448,CASE-015323,2025-07-08 14:39:00,2025-07-09 05:48:01,3,9,HVAC and temperature,Learning Spaces Technical,9.1,10.1,1,0,722.94,Synthetic demonstration data — not actual University of Sydney results
WO-00449,CASE-000362,2025-09-15 17:29:00,2025-09-17 01:39:42,1,8,Teaching room equipment,Metro Building Care,3.59,21.45,0,0,74.68,Synthetic demonstration data — not actual University of Sydney results
WO-00450,CASE-011896,2026-03-29 12:27:00,2026-03-31 11:07:54,1,9,Study spaces,Learning Spaces Technical,12.44,31.12,1,0,384.31,Synthetic demonstration data — not actual University of Sydney results
WO-00451,CASE-005277,2025-08-16 14:18:00,2025-08-20 07:57:17,1,9,HVAC and temperature,CampusWorks Services,7.06,59.77,1,0,216.98,Synthetic demonstration data — not actual University of Sydney results
WO-00452,CASE-009188,2024-09-18 14:42:00,2024-09-19 21:36:12,1,9,Study spaces,Learning Spaces Technical,3.44,20.6,0,1,452.95,Synthetic demonstration data — not actual University of Sydney results
WO-00453,CASE-013293,2026-03-03 12:29:00,2026-03-04 11:52:50,3,9,Security and lighting,Metro Building Care,5.11,15.6,1,0,342.42,Synthetic demonstration data — not actual University of Sydney results
WO-00454,CASE-002335,2025-11-25 09:14:00,2025-11-26 20:34:36,1,8,Teaching room equipment,Learning Spaces Technical,5.11,23.56,1,0,312.17,Synthetic demonstration data — not actual University of Sydney results
WO-00455,CASE-012487,2024-09-14 16:53:00,2024-09-17 12:38:52,1,9,Study spaces,Learning Spaces Technical,6.16,45.18,1,0,162.45,Synthetic demonstration data — not actual University of Sydney results
WO-00456,CASE-007581,2024-11-26 15:02:00,2024-11-29 19:30:56,1,9,Study spaces,CampusWorks Services,5.96,50.99,1,0,48.88,Synthetic demonstration data — not actual University of Sydney results
WO-00457,CASE-013519,2025-05-23 12:15:00,2025-05-24 17:22:32,1,9,HVAC and temperature,Metro Building Care,4.01,19.42,1,0,717.03,Synthetic demonstration data — not actual University of Sydney results
WO-00458,CASE-011942,2024-12-31 16:10:00,2025-01-02 22:22:53,1,9,Study spaces,CampusWorks Services,6.77,36.14,1,1,94.54,Synthetic demonstration data — not actual University of Sydney results
WO-00459,CASE-017968,2026-04-25 19:17:00,2026-04-27 12:25:56,1,9,HVAC and temperature,Learning Spaces Technical,15.81,27.43,1,0,538.7,Synthetic demonstration data — not actual University of Sydney results
WO-00460,CASE-010691,2025-07-22 19:13:00,2025-07-23 14:35:17,2,9,Study spaces,CampusWorks Services,8.67,12.91,1,0,123.94,Synthetic demonstration data — not actual University of Sydney results
WO-00461,CASE-006820,2026-02-11 20:32:00,2026-02-15 07:45:07,1,9,HVAC and temperature,Learning Spaces Technical,7.41,55.48,1,0,328.43,Synthetic demonstration data — not actual University of Sydney results
WO-00462,CASE-004117,2024-12-03 10:04:00,2024-12-04 15:22:38,1,9,Security and lighting,CampusWorks Services,5.26,19.54,1,0,64.39,Synthetic demonstration data — not actual University of Sydney results
WO-00463,CASE-012293,2025-03-10 19:11:00,2025-03-12 10:21:11,1,9,Cleanliness,Metro Building Care,4.67,26.11,1,0,466.96,Synthetic demonstration data — not actual University of Sydney results
WO-00464,CASE-010218,2026-07-13 15:39:00,2026-07-14 07:20:09,2,9,Security and lighting,Metro Building Care,3.32,10.46,1,0,251.77,Synthetic demonstration data — not actual University of Sydney results
WO-00465,CASE-014425,2025-05-28 12:50:00,2025-06-04 09:46:51,1,9,Study spaces,Metro Building Care,8.01,109.97,1,0,347.94,Synthetic demonstration data — not actual University of Sydney results
WO-00466,CASE-008881,2025-10-06 09:14:00,2025-10-09 15:49:05,1,9,HVAC and temperature,Learning Spaces Technical,4.81,52.39,1,0,352.1,Synthetic demonstration data — not actual University of Sydney results
WO-00467,CASE-015786,2026-07-21 15:24:00,2026-07-26 03:59:46,1,9,Study spaces,Metro Building Care,7.99,72.4,0,0,722.27,Synthetic demonstration data — not actual University of Sydney results
WO-00468,CASE-000788,2024-09-05 12:19:00,2024-09-07 10:44:17,1,8,Teaching room equipment,Metro Building Care,2.22,30.95,1,0,144.48,Synthetic demonstration data — not actual University of Sydney results
WO-00469,CASE-001091,2024-09-02 09:15:00,2024-09-03 03:44:47,1,8,Teaching room equipment,Metro Building Care,7.32,12.33,1,0,183.6,Synthetic demonstration data — not actual University of Sydney results
WO-00470,CASE-015168,2025-06-23 09:01:00,2025-06-24 21:20:16,1,9,Security and lighting,CampusWorks Services,3.96,24.21,1,0,595.74,Synthetic demonstration data — not actual University of Sydney results
WO-00471,CASE-013448,2025-08-24 13:55:00,2025-08-27 02:07:27,1,9,Security and lighting,Metro Building Care,3.91,40.14,1,0,417.14,Synthetic demonstration data — not actual University of Sydney results
WO-00472,CASE-009878,2025-12-31 16:03:00,2026-01-07 10:17:26,1,9,Study spaces,Learning Spaces Technical,17.51,108.16,1,1,476.79,Synthetic demonstration data — not actual University of Sydney results
WO-00473,CASE-010272,2026-03-04 14:51:00,2026-03-06 10:45:26,1,9,Security and lighting,Learning Spaces Technical,6.35,29.27,1,1,133.04,Synthetic demonstration data — not actual University of Sydney results
WO-00474,CASE-005016,2025-10-25 18:57:00,2025-10-26 15:40:54,3,9,Security and lighting,Learning Spaces Technical,4.82,13.82,1,0,1263.47,Synthetic demonstration data — not actual University of Sydney results
WO-00475,CASE-004551,2024-12-31 10:34:00,2025-01-01 09:55:37,1,10,Accessibility,Learning Spaces Technical,4.61,15.57,1,0,569.65,Synthetic demonstration data — not actual University of Sydney results
WO-00476,CASE-016388,2026-08-13 11:28:00,2026-08-15 04:40:46,2,9,Security and lighting,CampusWorks Services,26.48,27.48,1,0,625.42,Synthetic demonstration data — not actual University of Sydney results
WO-00477,CASE-014330,2025-02-20 13:11:00,2025-02-21 16:10:35,1,9,Cleanliness,Learning Spaces Technical,11.25,18.0,1,0,516.64,Synthetic demonstration data — not actual University of Sydney results
WO-00478,CASE-012291,2025-06-07 19:09:00,2025-06-10 01:17:43,1,9,Cleanliness,Metro Building Care,4.49,36.1,1,0,279.54,Synthetic demonstration data — not actual University of Sydney results
WO-00479,CASE-002406,2026-07-02 10:46:00,2026-07-03 07:58:18,1,10,Accessibility,Metro Building Care,6.73,14.14,0,0,571.33,Synthetic demonstration data — not actual University of Sydney results
WO-00480,CASE-006996,2026-03-19 17:09:00,2026-03-21 22:16:31,1,8,Teaching room equipment,Learning Spaces Technical,9.67,35.42,1,0,111.88,Synthetic demonstration data — not actual University of Sydney results
WO-00481,CASE-005421,2026-07-28 14:23:00,2026-07-29 23:47:56,1,8,Teaching room equipment,Metro Building Care,3.16,22.28,1,0,292.48,Synthetic demonstration data — not actual University of Sydney results
WO-00482,CASE-004662,2025-10-01 13:48:00,2025-10-04 08:39:22,3,9,Security and lighting,Learning Spaces Technical,8.44,44.57,1,0,1047.95,Synthetic demonstration data — not actual University of Sydney results
WO-00483,CASE-012733,2025-11-29 09:24:00,2025-11-30 03:51:31,1,9,HVAC and temperature,Learning Spaces Technical,7.27,12.31,1,0,217.52,Synthetic demonstration data — not actual University of Sydney results
WO-00484,CASE-001900,2025-03-05 11:02:00,2025-03-05 22:56:07,2,8,Teaching room equipment,CampusWorks Services,4.66,7.93,1,0,229.62,Synthetic demonstration data — not actual University of Sydney results
WO-00485,CASE-004138,2024-10-14 10:48:00,2024-10-15 09:40:09,2,9,HVAC and temperature,CampusWorks Services,9.97,15.25,1,0,153.51,Synthetic demonstration data — not actual University of Sydney results
WO-00486,CASE-000076,2025-04-07 19:25:00,2025-04-12 02:55:07,1,9,HVAC and temperature,Metro Building Care,2.14,69.0,0,0,81.38,Synthetic demonstration data — not actual University of Sydney results
WO-00487,CASE-013341,2025-07-04 14:33:00,2025-07-05 15:46:18,1,9,Security and lighting,Learning Spaces Technical,7.66,16.81,1,0,550.79,Synthetic demonstration data — not actual University of Sydney results
WO-00488,CASE-005031,2025-02-26 13:35:00,2025-02-27 08:53:54,2,9,Study spaces,Learning Spaces Technical,9.74,12.88,1,0,267.79,Synthetic demonstration data — not actual University of Sydney results
WO-00489,CASE-005015,2026-06-08 13:03:00,2026-06-10 04:15:12,1,9,HVAC and temperature,CampusWorks Services,8.3,26.14,0,1,170.0,Synthetic demonstration data — not actual University of Sydney results
WO-00490,CASE-000113,2026-04-23 13:48:00,2026-04-27 14:14:30,2,8,Teaching room equipment,Metro Building Care,2.91,64.29,1,1,219.03,Synthetic demonstration data — not actual University of Sydney results
WO-00491,CASE-009029,2024-11-17 18:52:00,2024-11-19 09:09:40,1,10,Accessibility,Learning Spaces Technical,3.79,25.53,1,0,427.36,Synthetic demonstration data — not actual University of Sydney results
WO-00492,CASE-017172,2024-09-26 10:54:00,2024-09-27 22:24:52,1,9,Study spaces,Learning Spaces Technical,16.67,23.68,1,0,482.8,Synthetic demonstration data — not actual University of Sydney results
WO-00493,CASE-008846,2024-11-08 15:03:00,2024-11-09 13:27:27,1,9,Cleanliness,CampusWorks Services,13.94,14.94,1,0,170.82,Synthetic demonstration data — not actual University of Sydney results
WO-00494,CASE-017584,2025-10-01 18:46:00,2025-10-04 04:06:06,1,9,Study spaces,Metro Building Care,6.39,38.22,1,0,222.5,Synthetic demonstration data — not actual University of Sydney results
WO-00495,CASE-004539,2026-07-29 11:18:00,2026-08-04 11:17:28,1,9,Study spaces,CampusWorks Services,11.01,95.99,1,0,84.2,Synthetic demonstration data — not actual University of Sydney results
WO-00496,CASE-009373,2025-08-13 10:06:00,2025-08-14 00:14:01,1,9,Cleanliness,CampusWorks Services,3.55,9.42,1,0,603.84,Synthetic demonstration data — not actual University of Sydney results
WO-00497,CASE-008787,2026-06-13 15:56:00,2026-06-15 12:21:33,2,9,HVAC and temperature,Metro Building Care,7.64,29.62,1,1,270.97,Synthetic demonstration data — not actual University of Sydney results
WO-00498,CASE-005686,2026-03-20 10:25:00,2026-03-22 18:27:51,3,9,Cleanliness,Learning Spaces Technical,3.09,37.37,1,0,396.4,Synthetic demonstration data — not actual University of Sydney results
WO-00499,CASE-014577,2025-06-02 10:59:00,2025-06-03 20:36:12,2,9,HVAC and temperature,CampusWorks Services,4.98,22.41,1,0,1976.54,Synthetic demonstration data — not actual University of Sydney results
WO-00500,CASE-013099,2025-09-26 18:20:00,2025-09-29 03:41:39,2,9,Security and lighting,CampusWorks Services,8.33,38.24,1,0,268.78,Synthetic demonstration data — not actual University of Sydney results
WO-00501,CASE-016563,2025-09-15 15:19:00,2025-09-18 00:05:02,1,9,HVAC and temperature,Metro Building Care,13.28,37.84,1,0,513.85,Synthetic demonstration data — not actual University of Sydney results
WO-00502,CASE-015311,2025-02-14 19:20:00,2025-02-16 18:56:12,1,9,HVAC and temperature,CampusWorks Services,3.22,31.74,1,0,304.2,Synthetic demonstration data — not actual University of Sydney results
WO-00503,CASE-008211,2026-06-04 16:33:00,2026-06-07 09:16:45,1,9,HVAC and temperature,Learning Spaces Technical,9.78,43.15,1,0,561.2,Synthetic demonstration data — not actual University of Sydney results
WO-00504,CASE-009608,2025-04-10 13:49:00,2025-04-13 17:46:09,3,9,Cleanliness,Learning Spaces Technical,3.51,50.64,1,0,231.85,Synthetic demonstration data — not actual University of Sydney results
WO-00505,CASE-000850,2026-03-03 19:17:00,2026-03-12 00:09:42,1,9,Security and lighting,Learning Spaces Technical,4.14,131.25,1,0,953.83,Synthetic demonstration data — not actual University of Sydney results
WO-00506,CASE-016733,2025-06-01 18:19:00,2025-06-04 07:44:55,3,9,Cleanliness,CampusWorks Services,3.56,40.95,0,0,67.87,Synthetic demonstration data — not actual University of Sydney results
WO-00507,CASE-002116,2026-07-15 09:05:00,2026-07-19 07:57:24,1,9,Cleanliness,CampusWorks Services,10.42,63.25,1,0,459.76,Synthetic demonstration data — not actual University of Sydney results
WO-00508,CASE-009010,2024-10-31 15:54:00,2024-11-02 09:13:26,2,8,Teaching room equipment,Metro Building Care,5.99,27.55,1,0,150.78,Synthetic demonstration data — not actual University of Sydney results
WO-00509,CASE-014941,2025-09-25 13:48:00,2025-09-26 01:43:09,2,9,HVAC and temperature,Metro Building Care,6.78,7.95,1,0,458.99,Synthetic demonstration data — not actual University of Sydney results
WO-00510,CASE-000644,2026-07-08 15:42:00,2026-07-10 08:48:36,2,9,HVAC and temperature,Learning Spaces Technical,2.91,27.41,1,0,368.88,Synthetic demonstration data — not actual University of Sydney results
WO-00511,CASE-000474,2025-03-28 13:20:00,2025-03-29 17:59:08,2,9,HVAC and temperature,Metro Building Care,6.13,19.1,1,0,375.18,Synthetic demonstration data — not actual University of Sydney results
WO-00512,CASE-006349,2025-01-05 16:37:00,2025-01-06 14:44:47,1,9,Cleanliness,Learning Spaces Technical,6.71,14.75,1,0,119.85,Synthetic demonstration data — not actual University of Sydney results
WO-00513,CASE-011672,2025-02-17 11:04:00,2025-02-19 16:55:08,1,9,Study spaces,Learning Spaces Technical,12.82,35.9,1,0,227.79,Synthetic demonstration data — not actual University of Sydney results
WO-00514,CASE-015686,2025-07-21 17:54:00,2025-07-23 01:30:06,1,8,Teaching room equipment,CampusWorks Services,4.25,21.07,1,0,707.18,Synthetic demonstration data — not actual University of Sydney results
WO-00515,CASE-017149,2024-11-29 16:03:00,2024-12-01 07:12:10,1,9,Study spaces,Learning Spaces Technical,12.37,26.1,1,0,319.2,Synthetic demonstration data — not actual University of Sydney results
WO-00516,CASE-013806,2025-10-04 19:06:00,2025-10-05 19:51:35,2,9,Security and lighting,Learning Spaces Technical,9.91,16.51,1,0,1831.41,Synthetic demonstration data — not actual University of Sydney results
WO-00517,CASE-000135,2024-12-20 16:31:00,2024-12-22 12:50:01,1,10,Accessibility,Learning Spaces Technical,24.48,29.54,1,0,252.75,Synthetic demonstration data — not actual University of Sydney results
WO-00518,CASE-015983,2025-10-08 11:20:00,2025-10-12 01:14:58,1,9,HVAC and temperature,CampusWorks Services,6.07,57.28,1,0,185.85,Synthetic demonstration data — not actual University of Sydney results
WO-00519,CASE-004185,2024-10-02 11:09:00,2024-10-03 10:06:50,1,9,Study spaces,Metro Building Care,6.99,15.31,1,0,351.6,Synthetic demonstration data — not actual University of Sydney results
WO-00520,CASE-005781,2026-02-12 11:29:00,2026-02-15 02:03:18,1,9,Study spaces,Metro Building Care,15.45,41.71,1,0,111.68,Synthetic demonstration data — not actual University of Sydney results
WO-00521,CASE-001995,2026-02-11 14:34:00,2026-02-14 13:31:40,1,9,Cleanliness,Learning Spaces Technical,2.48,47.31,1,0,512.46,Synthetic demonstration data — not actual University of Sydney results
WO-00522,CASE-006795,2025-07-09 14:26:00,2025-07-12 05:08:52,1,9,Study spaces,Learning Spaces Technical,2.59,41.81,1,0,1213.36,Synthetic demonstration data — not actual University of Sydney results
WO-00523,CASE-006888,2026-06-01 16:24:00,2026-06-03 09:58:14,1,9,Cleanliness,CampusWorks Services,8.55,27.71,0,0,271.72,Synthetic demonstration data — not actual University of Sydney results
WO-00524,CASE-015223,2025-08-21 14:19:00,2025-08-22 17:06:20,3,9,Study spaces,CampusWorks Services,4.12,17.86,1,0,595.31,Synthetic demonstration data — not actual University of Sydney results
WO-00525,CASE-004242,2026-02-26 19:05:00,2026-03-02 20:42:42,1,9,Study spaces,Metro Building Care,13.46,65.09,1,0,28.34,Synthetic demonstration data — not actual University of Sydney results
WO-00526,CASE-014159,2024-11-18 10:12:00,2024-11-21 08:20:57,1,9,Security and lighting,Learning Spaces Technical,2.47,46.77,1,0,1491.45,Synthetic demonstration data — not actual University of Sydney results
WO-00527,CASE-012159,2025-01-05 17:29:00,2025-01-07 13:45:58,1,9,Study spaces,Metro Building Care,10.7,29.52,0,0,173.57,Synthetic demonstration data — not actual University of Sydney results
