week_start,week_date_key,team_key,service_key,fte_available,absence_rate,staffed_hours,cases_received,required_handle_hours,forecast_handle_hours,capacity_gap_hours,capacity_gap_pct,synthetic_label
2024-12-30 00:00:00,20241230,1,1,2.09,0.0525,54.26,15,18.74,19.73,-35.52,-0.6546,Synthetic demonstration data — not actual University of Sydney results
2024-12-30 00:00:00,20241230,2,1,1.86,0.0279,49.39,17,21.94,23.31,-27.45,-0.5558,Synthetic demonstration data — not actual University of Sydney results
2024-12-30 00:00:00,20241230,3,1,1.76,0.0836,44.24,13,17.1,15.96,-27.14,-0.6135,Synthetic demonstration data — not actual University of Sydney results
2024-12-30 00:00:00,20241230,4,1,2.08,0.0303,55.28,27,31.14,29.93,-24.14,-0.4367,Synthetic demonstration data — not actual University of Sydney results
2024-12-30 00:00:00,20241230,5,2,1.82,0.0426,47.58,30,30.94,28.66,-16.64,-0.3497,Synthetic demonstration data — not actual University of Sydney results
2024-12-30 00:00:00,20241230,6,2,2.04,0.0645,52.23,6,9.21,9.83,-43.02,-0.8237,Synthetic demonstration data — not actual University of Sydney results
2024-12-30 00:00:00,20241230,7,2,2.04,0.0563,52.69,8,8.02,8.1,-44.67,-0.8478,Synthetic demonstration data — not actual University of Sydney results
2024-12-30 00:00:00,20241230,8,3,1.35,0.0184,36.3,2,1.7,1.63,-34.6,-0.9532,Synthetic demonstration data — not actual University of Sydney results
2024-12-30 00:00:00,20241230,9,3,1.56,0.0313,41.28,32,43.59,47.02,2.31,0.056,Synthetic demonstration data — not actual University of Sydney results
2024-12-30 00:00:00,20241230,10,3,1.36,0.0133,36.65,4,2.81,2.83,-33.84,-0.9233,Synthetic demonstration data — not actual University of Sydney results
2025-01-06 00:00:00,20250106,1,1,2.04,0.0576,52.57,24,28.68,27.7,-23.89,-0.4545,Synthetic demonstration data — not actual University of Sydney results
2025-01-06 00:00:00,20250106,2,1,1.95,0.0741,49.28,15,22.28,23.66,-27.0,-0.5479,Synthetic demonstration data — not actual University of Sydney results
2025-01-06 00:00:00,20250106,3,1,1.93,0.0541,49.87,17,21.51,21.77,-28.36,-0.5687,Synthetic demonstration data — not actual University of Sydney results
2025-01-06 00:00:00,20250106,4,1,1.84,0.01,49.8,36,39.31,42.43,-10.49,-0.2106,Synthetic demonstration data — not actual University of Sydney results
2025-01-06 00:00:00,20250106,5,2,1.84,0.0687,46.94,35,40.28,41.54,-6.66,-0.1418,Synthetic demonstration data — not actual University of Sydney results
2025-01-06 00:00:00,20250106,6,2,2.06,0.0619,52.9,4,4.03,3.69,-48.87,-0.9238,Synthetic demonstration data — not actual University of Sydney results
2025-01-06 00:00:00,20250106,7,2,1.85,0.0344,48.96,2,3.08,2.9,-45.88,-0.9371,Synthetic demonstration data — not actual University of Sydney results
2025-01-06 00:00:00,20250106,8,3,1.35,0.0658,34.52,7,6.52,6.34,-28.0,-0.8111,Synthetic demonstration data — not actual University of Sydney results
2025-01-06 00:00:00,20250106,9,3,1.46,0.024,39.06,26,28.89,26.87,-10.17,-0.2603,Synthetic demonstration data — not actual University of Sydney results
2025-01-06 00:00:00,20250106,10,3,1.52,0.0423,39.82,4,6.32,6.11,-33.5,-0.8413,Synthetic demonstration data — not actual University of Sydney results
2025-01-13 00:00:00,20250113,1,1,1.79,0.0447,46.69,22,30.51,27.91,-16.18,-0.3466,Synthetic demonstration data — not actual University of Sydney results
2025-01-13 00:00:00,20250113,2,1,1.73,0.0476,45.07,16,22.11,20.63,-22.96,-0.5094,Synthetic demonstration data — not actual University of Sydney results
2025-01-13 00:00:00,20250113,3,1,2.08,0.0522,53.97,12,12.88,13.04,-41.09,-0.7614,Synthetic demonstration data — not actual University of Sydney results
2025-01-13 00:00:00,20250113,4,1,1.9,0.0646,48.58,25,29.45,29.07,-19.13,-0.3938,Synthetic demonstration data — not actual University of Sydney results
2025-01-13 00:00:00,20250113,5,2,2.09,0.0646,53.57,23,24.51,25.11,-29.06,-0.5425,Synthetic demonstration data — not actual University of Sydney results
2025-01-13 00:00:00,20250113,6,2,2.22,0.0461,57.96,4,7.52,7.35,-50.44,-0.8703,Synthetic demonstration data — not actual University of Sydney results
2025-01-13 00:00:00,20250113,7,2,1.93,0.0834,48.47,10,9.65,10.35,-38.82,-0.8009,Synthetic demonstration data — not actual University of Sydney results
2025-01-13 00:00:00,20250113,8,3,1.55,0.0456,40.37,4,4.87,4.81,-35.5,-0.8794,Synthetic demonstration data — not actual University of Sydney results
2025-01-13 00:00:00,20250113,9,3,1.58,0.0462,41.13,18,20.52,19.16,-20.61,-0.5011,Synthetic demonstration data — not actual University of Sydney results
2025-01-13 00:00:00,20250113,10,3,1.62,0.0512,41.96,7,9.26,9.23,-32.7,-0.7793,Synthetic demonstration data — not actual University of Sydney results
2025-01-20 00:00:00,20250120,1,1,1.88,0.0976,46.32,14,16.98,15.83,-29.34,-0.6334,Synthetic demonstration data — not actual University of Sydney results
2025-01-20 00:00:00,20250120,2,1,1.86,0.01,50.3,16,22.75,22.22,-27.55,-0.5477,Synthetic demonstration data — not actual University of Sydney results
2025-01-20 00:00:00,20250120,3,1,1.88,0.0401,49.28,14,17.3,18.63,-31.98,-0.6489,Synthetic demonstration data — not actual University of Sydney results
2025-01-20 00:00:00,20250120,4,1,2.01,0.1188,48.42,28,32.09,30.3,-16.33,-0.3373,Synthetic demonstration data — not actual University of Sydney results
2025-01-20 00:00:00,20250120,5,2,1.85,0.0762,46.73,29,31.11,32.68,-15.62,-0.3343,Synthetic demonstration data — not actual University of Sydney results
2025-01-20 00:00:00,20250120,6,2,1.84,0.0566,47.6,9,8.75,8.47,-38.85,-0.8162,Synthetic demonstration data — not actual University of Sydney results
2025-01-20 00:00:00,20250120,7,2,2.09,0.0852,52.3,7,7.65,7.43,-44.65,-0.8537,Synthetic demonstration data — not actual University of Sydney results
2025-01-20 00:00:00,20250120,8,3,1.63,0.0587,41.93,4,3.65,3.36,-38.28,-0.913,Synthetic demonstration data — not actual University of Sydney results
2025-01-20 00:00:00,20250120,9,3,1.58,0.0662,40.32,20,24.0,22.3,-16.32,-0.4047,Synthetic demonstration data — not actual University of Sydney results
2025-01-20 00:00:00,20250120,10,3,1.41,0.0658,35.99,7,7.56,7.64,-28.43,-0.7899,Synthetic demonstration data — not actual University of Sydney results
2025-01-27 00:00:00,20250127,1,1,1.86,0.0506,48.39,20,26.21,23.9,-22.18,-0.4583,Synthetic demonstration data — not actual University of Sydney results
2025-01-27 00:00:00,20250127,2,1,1.96,0.0164,52.82,22,32.3,34.5,-20.52,-0.3885,Synthetic demonstration data — not actual University of Sydney results
2025-01-27 00:00:00,20250127,3,1,2.03,0.0442,53.11,18,21.37,21.45,-31.74,-0.5976,Synthetic demonstration data — not actual University of Sydney results
2025-01-27 00:00:00,20250127,4,1,1.73,0.0962,42.73,31,34.55,33.68,-8.18,-0.1914,Synthetic demonstration data — not actual University of Sydney results
2025-01-27 00:00:00,20250127,5,2,2.2,0.0743,55.63,31,37.7,39.0,-17.93,-0.3223,Synthetic demonstration data — not actual University of Sydney results
2025-01-27 00:00:00,20250127,6,2,2.2,0.0353,58.18,6,6.15,6.13,-52.03,-0.8943,Synthetic demonstration data — not actual University of Sydney results
2025-01-27 00:00:00,20250127,7,2,1.85,0.0419,48.39,7,7.3,6.84,-41.09,-0.8491,Synthetic demonstration data — not actual University of Sydney results
2025-01-27 00:00:00,20250127,8,3,1.35,0.0555,34.89,3,6.92,7.26,-27.97,-0.8017,Synthetic demonstration data — not actual University of Sydney results
2025-01-27 00:00:00,20250127,9,3,1.38,0.0873,34.53,14,16.6,17.89,-17.93,-0.5193,Synthetic demonstration data — not actual University of Sydney results
2025-01-27 00:00:00,20250127,10,3,1.49,0.0775,37.67,1,1.2,1.29,-36.47,-0.9681,Synthetic demonstration data — not actual University of Sydney results
2025-02-03 00:00:00,20250203,1,1,1.71,0.0944,38.09,45,56.22,53.49,18.13,0.4758,Synthetic demonstration data — not actual University of Sydney results
2025-02-03 00:00:00,20250203,2,1,2.01,0.0995,44.58,35,50.42,47.92,5.84,0.1311,Synthetic demonstration data — not actual University of Sydney results
2025-02-03 00:00:00,20250203,3,1,1.91,0.0896,42.78,25,27.89,26.43,-14.89,-0.3481,Synthetic demonstration data — not actual University of Sydney results
2025-02-03 00:00:00,20250203,4,1,2.04,0.0572,47.41,34,41.1,40.78,-6.31,-0.1332,Synthetic demonstration data — not actual University of Sydney results
2025-02-03 00:00:00,20250203,5,2,2.03,0.1002,49.98,40,47.22,44.27,-2.76,-0.0552,Synthetic demonstration data — not actual University of Sydney results
2025-02-03 00:00:00,20250203,6,2,1.88,0.0975,46.5,14,16.15,15.18,-30.35,-0.6527,Synthetic demonstration data — not actual University of Sydney results
2025-02-03 00:00:00,20250203,7,2,1.98,0.077,50.09,7,7.09,7.2,-43.0,-0.8585,Synthetic demonstration data — not actual University of Sydney results
2025-02-03 00:00:00,20250203,8,3,1.56,0.0813,39.16,7,7.28,7.84,-31.88,-0.8141,Synthetic demonstration data — not actual University of Sydney results
2025-02-03 00:00:00,20250203,9,3,1.66,0.0589,42.71,34,40.22,41.53,-2.49,-0.0583,Synthetic demonstration data — not actual University of Sydney results
2025-02-03 00:00:00,20250203,10,3,1.65,0.0902,40.97,9,12.61,13.38,-28.36,-0.6922,Synthetic demonstration data — not actual University of Sydney results
2025-02-10 00:00:00,20250210,1,1,1.76,0.0771,40.02,33,48.2,49.7,8.18,0.2043,Synthetic demonstration data — not actual University of Sydney results
2025-02-10 00:00:00,20250210,2,1,2.01,0.1037,44.45,29,43.62,42.34,-0.83,-0.0186,Synthetic demonstration data — not actual University of Sydney results
2025-02-10 00:00:00,20250210,3,1,1.97,0.0415,46.61,18,21.89,21.44,-24.72,-0.5303,Synthetic demonstration data — not actual University of Sydney results
2025-02-10 00:00:00,20250210,4,1,1.72,0.0973,38.16,36,38.13,35.76,-0.03,-0.0007,Synthetic demonstration data — not actual University of Sydney results
2025-02-10 00:00:00,20250210,5,2,1.85,0.076,46.7,42,48.32,51.1,1.62,0.0348,Synthetic demonstration data — not actual University of Sydney results
2025-02-10 00:00:00,20250210,6,2,2.04,0.1139,49.53,11,12.3,13.0,-37.23,-0.7517,Synthetic demonstration data — not actual University of Sydney results
2025-02-10 00:00:00,20250210,7,2,1.97,0.1011,48.39,16,18.63,17.04,-29.76,-0.615,Synthetic demonstration data — not actual University of Sydney results
2025-02-10 00:00:00,20250210,8,3,1.36,0.0756,34.51,9,7.76,7.94,-26.75,-0.7751,Synthetic demonstration data — not actual University of Sydney results
2025-02-10 00:00:00,20250210,9,3,1.38,0.0909,34.32,47,53.91,57.51,19.59,0.571,Synthetic demonstration data — not actual University of Sydney results
2025-02-10 00:00:00,20250210,10,3,1.66,0.0578,42.75,8,7.79,8.0,-34.96,-0.8178,Synthetic demonstration data — not actual University of Sydney results
2025-02-17 00:00:00,20250217,1,1,1.92,0.0827,43.26,45,58.33,61.61,15.07,0.3484,Synthetic demonstration data — not actual University of Sydney results
2025-02-17 00:00:00,20250217,2,1,1.71,0.0891,38.35,32,47.4,48.67,9.05,0.236,Synthetic demonstration data — not actual University of Sydney results
2025-02-17 00:00:00,20250217,3,1,1.85,0.1123,40.47,13,13.87,13.98,-26.6,-0.6573,Synthetic demonstration data — not actual University of Sydney results
2025-02-17 00:00:00,20250217,4,1,1.86,0.086,41.82,36,38.07,38.17,-3.75,-0.0896,Synthetic demonstration data — not actual University of Sydney results
2025-02-17 00:00:00,20250217,5,2,2.24,0.1035,54.82,50,56.64,55.1,1.82,0.0332,Synthetic demonstration data — not actual University of Sydney results
2025-02-17 00:00:00,20250217,6,2,2.05,0.0802,51.61,12,14.71,15.09,-36.9,-0.715,Synthetic demonstration data — not actual University of Sydney results
2025-02-17 00:00:00,20250217,7,2,2.09,0.0754,52.85,11,15.35,16.57,-37.5,-0.7096,Synthetic demonstration data — not actual University of Sydney results
2025-02-17 00:00:00,20250217,8,3,1.47,0.0681,37.45,7,9.26,8.53,-28.19,-0.7527,Synthetic demonstration data — not actual University of Sydney results
2025-02-17 00:00:00,20250217,9,3,1.48,0.0995,36.58,28,33.28,30.55,-3.3,-0.0902,Synthetic demonstration data — not actual University of Sydney results
2025-02-17 00:00:00,20250217,10,3,1.57,0.0397,41.35,1,0.88,0.81,-40.47,-0.9787,Synthetic demonstration data — not actual University of Sydney results
2025-02-24 00:00:00,20250224,1,1,1.76,0.1011,38.97,21,28.01,25.5,-10.96,-0.2812,Synthetic demonstration data — not actual University of Sydney results
2025-02-24 00:00:00,20250224,2,1,1.82,0.1172,39.57,51,71.72,70.48,32.15,0.8126,Synthetic demonstration data — not actual University of Sydney results
2025-02-24 00:00:00,20250224,3,1,1.94,0.1117,42.4,17,23.24,24.03,-19.16,-0.4519,Synthetic demonstration data — not actual University of Sydney results
2025-02-24 00:00:00,20250224,4,1,1.83,0.1218,39.51,27,29.02,28.71,-10.49,-0.2654,Synthetic demonstration data — not actual University of Sydney results
2025-02-24 00:00:00,20250224,5,2,2.2,0.1087,53.77,60,71.8,67.07,18.03,0.3354,Synthetic demonstration data — not actual University of Sydney results
2025-02-24 00:00:00,20250224,6,2,1.99,0.1204,47.91,11,11.41,10.66,-36.5,-0.7619,Synthetic demonstration data — not actual University of Sydney results
2025-02-24 00:00:00,20250224,7,2,2.03,0.0876,50.7,8,8.8,9.39,-41.9,-0.8264,Synthetic demonstration data — not actual University of Sydney results
2025-02-24 00:00:00,20250224,8,3,1.6,0.1242,38.25,7,5.23,4.97,-33.02,-0.8633,Synthetic demonstration data — not actual University of Sydney results
2025-02-24 00:00:00,20250224,9,3,1.37,0.1038,33.66,31,34.17,31.9,0.51,0.0152,Synthetic demonstration data — not actual University of Sydney results
2025-02-24 00:00:00,20250224,10,3,1.39,0.0749,35.13,5,6.61,6.53,-28.52,-0.8118,Synthetic demonstration data — not actual University of Sydney results
2025-03-03 00:00:00,20250303,1,1,1.9,0.101,41.99,36,51.66,51.33,9.67,0.2304,Synthetic demonstration data — not actual University of Sydney results
2025-03-03 00:00:00,20250303,2,1,1.77,0.1167,38.54,35,48.29,45.52,9.75,0.253,Synthetic demonstration data — not actual University of Sydney results
2025-03-03 00:00:00,20250303,3,1,1.86,0.1165,40.51,13,12.9,13.19,-27.61,-0.6815,Synthetic demonstration data — not actual University of Sydney results
2025-03-03 00:00:00,20250303,4,1,2.01,0.1248,43.26,36,42.67,39.23,-0.59,-0.0135,Synthetic demonstration data — not actual University of Sydney results
2025-03-03 00:00:00,20250303,5,2,2.17,0.0977,53.67,46,57.65,55.31,3.98,0.0742,Synthetic demonstration data — not actual University of Sydney results
2025-03-03 00:00:00,20250303,6,2,1.89,0.0248,50.39,18,20.66,20.37,-29.73,-0.59,Synthetic demonstration data — not actual University of Sydney results
2025-03-03 00:00:00,20250303,7,2,2.06,0.1335,48.93,10,12.93,12.48,-36.0,-0.7357,Synthetic demonstration data — not actual University of Sydney results
2025-03-03 00:00:00,20250303,8,3,1.41,0.0756,35.64,4,5.41,5.26,-30.23,-0.8482,Synthetic demonstration data — not actual University of Sydney results
2025-03-03 00:00:00,20250303,9,3,1.64,0.0673,41.82,34,43.83,40.77,2.01,0.0481,Synthetic demonstration data — not actual University of Sydney results
2025-03-03 00:00:00,20250303,10,3,1.53,0.0764,38.67,4,3.11,2.89,-35.56,-0.9196,Synthetic demonstration data — not actual University of Sydney results
2025-03-10 00:00:00,20250310,1,1,1.79,0.1426,37.8,32,43.75,41.47,5.95,0.1574,Synthetic demonstration data — not actual University of Sydney results
2025-03-10 00:00:00,20250310,2,1,1.89,0.0712,43.15,36,44.48,44.34,1.33,0.0309,Synthetic demonstration data — not actual University of Sydney results
2025-03-10 00:00:00,20250310,3,1,2.05,0.0556,47.69,18,19.77,19.63,-27.92,-0.5854,Synthetic demonstration data — not actual University of Sydney results
2025-03-10 00:00:00,20250310,4,1,1.91,0.0691,43.88,32,35.63,36.9,-8.25,-0.188,Synthetic demonstration data — not actual University of Sydney results
2025-03-10 00:00:00,20250310,5,2,1.84,0.0741,46.7,50,53.37,50.52,6.67,0.1428,Synthetic demonstration data — not actual University of Sydney results
2025-03-10 00:00:00,20250310,6,2,1.87,0.0664,47.67,13,14.92,15.58,-32.75,-0.687,Synthetic demonstration data — not actual University of Sydney results
2025-03-10 00:00:00,20250310,7,2,2.0,0.1115,48.71,11,10.6,10.98,-38.11,-0.7824,Synthetic demonstration data — not actual University of Sydney results
2025-03-10 00:00:00,20250310,8,3,1.67,0.1059,40.91,6,6.6,6.87,-34.31,-0.8387,Synthetic demonstration data — not actual University of Sydney results
2025-03-10 00:00:00,20250310,9,3,1.44,0.1244,34.59,40,45.26,48.02,10.67,0.3086,Synthetic demonstration data — not actual University of Sydney results
2025-03-10 00:00:00,20250310,10,3,1.39,0.1183,33.64,5,6.34,6.74,-27.3,-0.8115,Synthetic demonstration data — not actual University of Sydney results
2025-03-17 00:00:00,20250317,1,1,1.94,0.1224,42.0,34,47.01,49.07,5.01,0.1193,Synthetic demonstration data — not actual University of Sydney results
2025-03-17 00:00:00,20250317,2,1,2.07,0.1171,44.9,31,40.9,43.54,-4.0,-0.0891,Synthetic demonstration data — not actual University of Sydney results
2025-03-17 00:00:00,20250317,3,1,1.72,0.0679,39.41,9,11.66,12.42,-27.75,-0.7041,Synthetic demonstration data — not actual University of Sydney results
2025-03-17 00:00:00,20250317,4,1,2.04,0.0728,46.67,27,24.54,25.79,-22.13,-0.4742,Synthetic demonstration data — not actual University of Sydney results
2025-03-17 00:00:00,20250317,5,2,2.0,0.0865,50.0,55,57.98,57.23,7.98,0.1596,Synthetic demonstration data — not actual University of Sydney results
2025-03-17 00:00:00,20250317,6,2,1.99,0.0717,50.65,7,9.18,9.57,-41.47,-0.8188,Synthetic demonstration data — not actual University of Sydney results
2025-03-17 00:00:00,20250317,7,2,1.94,0.1059,47.34,10,13.72,14.69,-33.62,-0.7102,Synthetic demonstration data — not actual University of Sydney results
2025-03-17 00:00:00,20250317,8,3,1.4,0.1035,34.4,6,8.79,8.79,-25.61,-0.7445,Synthetic demonstration data — not actual University of Sydney results
2025-03-17 00:00:00,20250317,9,3,1.65,0.068,42.17,42,58.4,54.25,16.23,0.3848,Synthetic demonstration data — not actual University of Sydney results
2025-03-17 00:00:00,20250317,10,3,1.59,0.0879,39.66,14,20.22,20.68,-19.44,-0.4902,Synthetic demonstration data — not actual University of Sydney results
2025-03-24 00:00:00,20250324,1,1,2.06,0.0851,46.32,33,45.22,42.27,-1.1,-0.0237,Synthetic demonstration data — not actual University of Sydney results
2025-03-24 00:00:00,20250324,2,1,1.76,0.1083,38.71,41,57.49,53.25,18.78,0.4853,Synthetic demonstration data — not actual University of Sydney results
2025-03-24 00:00:00,20250324,3,1,1.77,0.114,38.57,18,20.47,19.27,-18.1,-0.4693,Synthetic demonstration data — not actual University of Sydney results
2025-03-24 00:00:00,20250324,4,1,1.79,0.1088,39.23,28,29.77,30.38,-9.46,-0.2411,Synthetic demonstration data — not actual University of Sydney results
2025-03-24 00:00:00,20250324,5,2,1.82,0.1022,44.75,50,57.46,57.87,12.71,0.2839,Synthetic demonstration data — not actual University of Sydney results
2025-03-24 00:00:00,20250324,6,2,2.13,0.118,51.35,12,15.16,15.16,-36.19,-0.7048,Synthetic demonstration data — not actual University of Sydney results
2025-03-24 00:00:00,20250324,7,2,1.98,0.1102,48.23,15,20.96,19.57,-27.27,-0.5654,Synthetic demonstration data — not actual University of Sydney results
2025-03-24 00:00:00,20250324,8,3,1.61,0.0319,42.66,9,10.52,10.08,-32.14,-0.7534,Synthetic demonstration data — not actual University of Sydney results
2025-03-24 00:00:00,20250324,9,3,1.43,0.0793,36.1,31,33.79,33.96,-2.31,-0.064,Synthetic demonstration data — not actual University of Sydney results
2025-03-24 00:00:00,20250324,10,3,1.46,0.1265,34.79,8,10.49,9.58,-24.3,-0.6985,Synthetic demonstration data — not actual University of Sydney results
2025-03-31 00:00:00,20250331,1,1,1.99,0.1128,43.45,12,16.25,15.48,-27.2,-0.626,Synthetic demonstration data — not actual University of Sydney results
2025-03-31 00:00:00,20250331,2,1,1.84,0.1085,40.32,18,22.39,20.46,-17.93,-0.4447,Synthetic demonstration data — not actual University of Sydney results
2025-03-31 00:00:00,20250331,3,1,1.93,0.0735,43.95,14,13.83,13.25,-30.12,-0.6853,Synthetic demonstration data — not actual University of Sydney results
2025-03-31 00:00:00,20250331,4,1,1.96,0.0763,44.48,28,31.1,29.41,-13.38,-0.3009,Synthetic demonstration data — not actual University of Sydney results
2025-03-31 00:00:00,20250331,5,2,2.19,0.09,54.64,35,45.65,43.11,-8.99,-0.1646,Synthetic demonstration data — not actual University of Sydney results
2025-03-31 00:00:00,20250331,6,2,2.01,0.0813,50.54,15,17.04,17.89,-33.5,-0.6628,Synthetic demonstration data — not actual University of Sydney results
2025-03-31 00:00:00,20250331,7,2,2.16,0.0745,54.77,9,11.09,10.43,-43.68,-0.7975,Synthetic demonstration data — not actual University of Sydney results
2025-03-31 00:00:00,20250331,8,3,1.65,0.0774,41.58,3,5.45,5.74,-36.13,-0.8689,Synthetic demonstration data — not actual University of Sydney results
2025-03-31 00:00:00,20250331,9,3,1.56,0.1322,37.07,20,23.91,23.56,-13.16,-0.3549,Synthetic demonstration data — not actual University of Sydney results
2025-03-31 00:00:00,20250331,10,3,1.62,0.0799,40.66,2,2.28,2.13,-38.38,-0.9439,Synthetic demonstration data — not actual University of Sydney results
2025-04-07 00:00:00,20250407,1,1,1.72,0.0792,43.43,12,16.71,17.3,-26.72,-0.6153,Synthetic demonstration data — not actual University of Sydney results
2025-04-07 00:00:00,20250407,2,1,1.74,0.0392,45.85,20,29.31,26.8,-16.54,-0.3608,Synthetic demonstration data — not actual University of Sydney results
2025-04-07 00:00:00,20250407,3,1,1.89,0.074,47.91,14,15.34,14.3,-32.57,-0.6798,Synthetic demonstration data — not actual University of Sydney results
2025-04-07 00:00:00,20250407,4,1,1.9,0.0503,49.38,26,34.69,35.56,-14.69,-0.2974,Synthetic demonstration data — not actual University of Sydney results
2025-04-07 00:00:00,20250407,5,2,2.19,0.0147,59.16,32,40.12,38.85,-19.04,-0.3218,Synthetic demonstration data — not actual University of Sydney results
2025-04-07 00:00:00,20250407,6,2,2.02,0.0308,53.68,6,5.69,5.67,-47.99,-0.894,Synthetic demonstration data — not actual University of Sydney results
2025-04-07 00:00:00,20250407,7,2,2.22,0.0616,57.04,6,8.09,7.66,-48.95,-0.8582,Synthetic demonstration data — not actual University of Sydney results
2025-04-07 00:00:00,20250407,8,3,1.41,0.0645,35.97,6,5.64,5.7,-30.33,-0.8432,Synthetic demonstration data — not actual University of Sydney results
2025-04-07 00:00:00,20250407,9,3,1.57,0.0691,40.03,26,31.9,33.39,-8.13,-0.2031,Synthetic demonstration data — not actual University of Sydney results
2025-04-07 00:00:00,20250407,10,3,1.62,0.0454,42.32,4,7.0,6.51,-35.32,-0.8346,Synthetic demonstration data — not actual University of Sydney results
2025-04-14 00:00:00,20250414,1,1,2.08,0.062,53.27,14,17.57,16.98,-35.7,-0.6702,Synthetic demonstration data — not actual University of Sydney results
2025-04-14 00:00:00,20250414,2,1,2.03,0.038,53.47,17,16.92,17.28,-36.55,-0.6836,Synthetic demonstration data — not actual University of Sydney results
2025-04-14 00:00:00,20250414,3,1,2.08,0.0696,52.94,11,10.33,10.07,-42.61,-0.8049,Synthetic demonstration data — not actual University of Sydney results
2025-04-14 00:00:00,20250414,4,1,1.73,0.0678,44.12,36,39.1,38.82,-5.02,-0.1138,Synthetic demonstration data — not actual University of Sydney results
2025-04-14 00:00:00,20250414,5,2,2.14,0.0427,56.08,22,27.06,25.5,-29.02,-0.5175,Synthetic demonstration data — not actual University of Sydney results
2025-04-14 00:00:00,20250414,6,2,1.88,0.0369,49.67,8,9.26,8.43,-40.41,-0.8136,Synthetic demonstration data — not actual University of Sydney results
2025-04-14 00:00:00,20250414,7,2,1.98,0.0833,49.71,8,8.76,9.31,-40.95,-0.8238,Synthetic demonstration data — not actual University of Sydney results
2025-04-14 00:00:00,20250414,8,3,1.46,0.0537,37.88,3,2.23,2.16,-35.65,-0.9411,Synthetic demonstration data — not actual University of Sydney results
2025-04-14 00:00:00,20250414,9,3,1.59,0.0633,40.75,13,14.11,13.63,-26.64,-0.6538,Synthetic demonstration data — not actual University of Sydney results
2025-04-14 00:00:00,20250414,10,3,1.42,0.05,36.91,2,1.75,1.79,-35.16,-0.9526,Synthetic demonstration data — not actual University of Sydney results
2025-04-21 00:00:00,20250421,1,1,1.96,0.0623,50.4,17,24.63,24.8,-25.77,-0.5113,Synthetic demonstration data — not actual University of Sydney results
2025-04-21 00:00:00,20250421,2,1,1.94,0.0689,49.39,17,20.87,21.79,-28.52,-0.5775,Synthetic demonstration data — not actual University of Sydney results
2025-04-21 00:00:00,20250421,3,1,1.96,0.0538,50.73,18,19.63,19.47,-31.1,-0.6131,Synthetic demonstration data — not actual University of Sydney results
2025-04-21 00:00:00,20250421,4,1,2.05,0.0562,52.91,19,17.52,16.73,-35.39,-0.6689,Synthetic demonstration data — not actual University of Sydney results
2025-04-21 00:00:00,20250421,5,2,2.08,0.0728,52.64,37,39.43,40.93,-13.21,-0.251,Synthetic demonstration data — not actual University of Sydney results
2025-04-21 00:00:00,20250421,6,2,1.87,0.0967,46.22,13,13.02,12.07,-33.2,-0.7183,Synthetic demonstration data — not actual University of Sydney results
2025-04-21 00:00:00,20250421,7,2,1.83,0.0717,46.37,9,9.34,9.03,-37.03,-0.7986,Synthetic demonstration data — not actual University of Sydney results
2025-04-21 00:00:00,20250421,8,3,1.38,0.0281,36.74,6,7.64,6.99,-29.1,-0.792,Synthetic demonstration data — not actual University of Sydney results
2025-04-21 00:00:00,20250421,9,3,1.49,0.1,36.68,21,23.07,23.0,-13.61,-0.3711,Synthetic demonstration data — not actual University of Sydney results
2025-04-21 00:00:00,20250421,10,3,1.68,0.0792,42.2,2,2.35,2.36,-39.85,-0.9443,Synthetic demonstration data — not actual University of Sydney results
2025-04-28 00:00:00,20250428,1,1,1.88,0.1093,45.82,12,19.38,20.66,-26.44,-0.5771,Synthetic demonstration data — not actual University of Sydney results
2025-04-28 00:00:00,20250428,2,1,1.78,0.0227,47.7,11,12.41,11.39,-35.29,-0.7398,Synthetic demonstration data — not actual University of Sydney results
2025-04-28 00:00:00,20250428,3,1,1.69,0.0879,42.12,16,19.79,19.09,-22.33,-0.5301,Synthetic demonstration data — not actual University of Sydney results
2025-04-28 00:00:00,20250428,4,1,2.04,0.052,53.04,32,38.67,41.39,-14.37,-0.2709,Synthetic demonstration data — not actual University of Sydney results
2025-04-28 00:00:00,20250428,5,2,2.1,0.0622,53.94,34,38.24,38.16,-15.7,-0.291,Synthetic demonstration data — not actual University of Sydney results
2025-04-28 00:00:00,20250428,6,2,2.11,0.1021,51.88,7,10.13,9.96,-41.75,-0.8047,Synthetic demonstration data — not actual University of Sydney results
2025-04-28 00:00:00,20250428,7,2,1.88,0.0845,47.06,6,8.42,8.12,-38.64,-0.8211,Synthetic demonstration data — not actual University of Sydney results
2025-04-28 00:00:00,20250428,8,3,1.56,0.0941,38.78,2,2.53,2.57,-36.25,-0.9348,Synthetic demonstration data — not actual University of Sydney results
2025-04-28 00:00:00,20250428,9,3,1.48,0.0777,37.27,22,26.74,28.16,-10.53,-0.2826,Synthetic demonstration data — not actual University of Sydney results
2025-04-28 00:00:00,20250428,10,3,1.53,0.06,39.42,2,1.63,1.56,-37.79,-0.9587,Synthetic demonstration data — not actual University of Sydney results
2025-05-05 00:00:00,20250505,1,1,1.72,0.0542,44.64,18,25.62,23.82,-19.02,-0.4261,Synthetic demonstration data — not actual University of Sydney results
