week_start,week_date_key,service_key,actual_cases,predicted_cases,lower_95_cases,upper_95_cases,predicted_handle_hours,typical_capacity_hours,predicted_capacity_gap_hours,record_type,model_version,forecast_generated_date,synthetic_label
2025-02-03 00:00:00,20250203,2,61.0,68.22,48.13,88.32,77.63,64.52,13.11,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-02-10 00:00:00,20250210,2,69.0,68.35,48.25,88.44,77.77,64.52,13.25,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-02-17 00:00:00,20250217,2,73.0,68.47,48.38,88.57,77.91,64.52,13.39,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-02-24 00:00:00,20250224,2,79.0,68.6,48.5,88.69,78.06,64.52,13.54,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-03-03 00:00:00,20250303,2,74.0,68.72,48.62,88.82,78.2,64.52,13.68,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-03-10 00:00:00,20250310,2,74.0,68.84,48.75,88.94,78.34,64.52,13.82,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-03-17 00:00:00,20250317,2,72.0,68.96,48.87,89.06,78.47,64.52,13.95,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-03-24 00:00:00,20250324,2,77.0,69.08,48.98,89.17,78.61,64.52,14.09,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-03-31 00:00:00,20250331,2,59.0,69.19,49.09,89.28,78.73,64.52,14.21,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-04-07 00:00:00,20250407,2,44.0,46.5,26.4,66.59,52.91,64.52,-11.61,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-04-14 00:00:00,20250414,2,38.0,46.59,26.5,66.69,53.02,64.52,-11.5,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-04-21 00:00:00,20250421,2,59.0,46.68,26.58,66.78,53.12,64.52,-11.4,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-04-28 00:00:00,20250428,2,47.0,46.76,26.66,66.85,53.21,64.52,-11.31,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-05-05 00:00:00,20250505,2,46.0,46.83,26.73,66.92,53.29,64.52,-11.23,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-05-12 00:00:00,20250512,2,53.0,46.89,26.79,66.98,53.36,64.52,-11.16,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-05-19 00:00:00,20250519,2,37.0,46.94,26.84,67.03,53.41,64.52,-11.11,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-05-26 00:00:00,20250526,2,41.0,46.98,26.88,67.07,53.46,64.52,-11.06,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-06-02 00:00:00,20250602,2,50.0,47.01,26.91,67.1,53.49,64.52,-11.03,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-06-09 00:00:00,20250609,2,47.0,47.02,26.93,67.12,53.51,64.52,-11.01,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-06-16 00:00:00,20250616,2,43.0,47.03,26.94,67.13,53.52,64.52,-11.0,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-06-23 00:00:00,20250623,2,41.0,47.03,26.93,67.13,53.52,64.52,-11.0,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-06-30 00:00:00,20250630,2,64.0,47.02,26.92,67.11,53.5,64.52,-11.02,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-07-07 00:00:00,20250707,2,84.0,69.8,49.7,89.89,79.42,64.52,14.9,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-07-14 00:00:00,20250714,2,82.0,69.77,49.67,89.86,79.39,64.52,14.87,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-07-21 00:00:00,20250721,2,78.0,69.74,49.64,89.83,79.35,64.52,14.83,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-07-28 00:00:00,20250728,2,60.0,69.7,49.6,89.79,79.31,64.52,14.79,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-08-04 00:00:00,20250804,2,74.0,69.65,49.56,89.75,79.26,64.52,14.74,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-08-11 00:00:00,20250811,2,71.0,69.6,49.51,89.7,79.21,64.52,14.68,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-08-18 00:00:00,20250818,2,69.0,69.56,49.46,89.65,79.15,64.52,14.63,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-08-25 00:00:00,20250825,2,77.0,69.51,49.41,89.6,79.09,64.52,14.57,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-09-01 00:00:00,20250901,2,48.0,46.66,26.56,66.75,53.09,64.52,-11.43,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-09-08 00:00:00,20250908,2,39.0,46.61,26.51,66.71,53.04,64.52,-11.48,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-09-15 00:00:00,20250915,2,38.0,46.56,26.47,66.66,52.99,64.52,-11.53,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-09-22 00:00:00,20250922,2,60.0,46.52,26.43,66.62,52.94,64.52,-11.58,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-09-29 00:00:00,20250929,2,41.0,46.49,26.39,66.58,52.9,64.52,-11.62,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-10-06 00:00:00,20251006,2,36.0,46.46,26.36,66.55,52.86,64.52,-11.66,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-10-13 00:00:00,20251013,2,48.0,46.43,26.34,66.53,52.84,64.52,-11.68,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-10-20 00:00:00,20251020,2,49.0,46.42,26.32,66.52,52.82,64.52,-11.7,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-10-27 00:00:00,20251027,2,54.0,46.41,26.32,66.51,52.82,64.52,-11.7,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-11-03 00:00:00,20251103,2,37.0,46.42,26.32,66.51,52.82,64.52,-11.7,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-11-10 00:00:00,20251110,2,47.0,46.43,26.34,66.53,52.84,64.52,-11.68,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-11-17 00:00:00,20251117,2,52.0,46.46,26.36,66.55,52.86,64.52,-11.66,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-11-24 00:00:00,20251124,2,45.0,46.49,26.4,66.59,52.9,64.52,-11.62,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-12-01 00:00:00,20251201,2,51.0,46.54,26.44,66.63,52.95,64.52,-11.57,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-12-08 00:00:00,20251208,2,37.0,46.59,26.5,66.69,53.02,64.52,-11.5,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-12-15 00:00:00,20251215,2,46.0,46.66,26.56,66.75,53.09,64.52,-11.43,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-12-22 00:00:00,20251222,2,36.0,46.73,26.64,66.83,53.18,64.52,-11.34,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-12-29 00:00:00,20251229,2,40.0,46.82,26.72,66.91,53.27,64.52,-11.25,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-01-05 00:00:00,20260105,2,49.0,46.91,26.82,67.01,53.38,64.52,-11.14,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-01-12 00:00:00,20260112,2,42.0,47.01,26.92,67.11,53.5,64.52,-11.02,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-01-19 00:00:00,20260119,2,41.0,47.12,27.02,67.21,53.62,64.52,-10.9,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-01-26 00:00:00,20260126,2,47.0,47.23,27.14,67.33,53.75,64.52,-10.77,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-02-02 00:00:00,20260202,2,79.0,70.15,50.05,90.24,79.82,64.52,15.3,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-02-09 00:00:00,20260209,2,77.0,70.27,50.17,90.36,79.96,64.52,15.44,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-02-16 00:00:00,20260216,2,78.0,70.39,50.3,90.49,80.1,64.52,15.58,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-02-23 00:00:00,20260223,2,69.0,70.52,50.42,90.61,80.24,64.52,15.72,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-03-02 00:00:00,20260302,2,76.0,70.64,50.55,90.74,80.39,64.52,15.87,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-03-09 00:00:00,20260309,2,75.0,70.77,50.67,90.86,80.53,64.52,16.01,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-03-16 00:00:00,20260316,2,58.0,70.89,50.79,90.98,80.66,64.52,16.14,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-03-23 00:00:00,20260323,2,65.0,71.0,50.91,91.1,80.8,64.52,16.28,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-03-30 00:00:00,20260330,2,61.0,71.11,51.02,91.21,80.92,64.52,16.4,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-04-06 00:00:00,20260406,2,47.0,48.42,28.33,68.52,55.1,64.52,-9.42,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-04-13 00:00:00,20260413,2,42.0,48.52,28.42,68.62,55.21,64.52,-9.31,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-04-20 00:00:00,20260420,2,42.0,48.61,28.51,68.71,55.31,64.52,-9.21,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-04-27 00:00:00,20260427,2,48.0,48.69,28.6,68.79,55.41,64.52,-9.11,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-05-04 00:00:00,20260504,2,47.0,48.76,28.67,68.86,55.49,64.52,-9.03,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-05-11 00:00:00,20260511,2,49.0,48.82,28.73,68.92,55.56,64.52,-8.96,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-05-18 00:00:00,20260518,2,49.0,48.88,28.78,68.97,55.62,64.52,-8.9,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-05-25 00:00:00,20260525,2,49.0,48.92,28.82,69.01,55.66,64.52,-8.86,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-06-01 00:00:00,20260601,2,37.0,48.95,28.85,69.04,55.7,64.52,-8.82,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-06-08 00:00:00,20260608,2,42.0,48.97,28.87,69.06,55.72,64.52,-8.8,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-06-15 00:00:00,20260615,2,56.0,48.98,28.88,69.07,55.73,64.52,-8.79,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-06-22 00:00:00,20260622,2,54.0,48.98,28.88,69.07,55.73,64.52,-8.79,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-06-29 00:00:00,20260629,2,67.0,48.97,28.87,69.06,55.72,64.52,-8.8,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-07-06 00:00:00,20260706,2,72.0,71.75,51.65,91.84,81.64,64.52,17.12,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-07-13 00:00:00,20260713,2,76.0,71.72,51.62,91.82,81.61,64.52,17.09,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-07-20 00:00:00,20260720,2,80.0,71.69,51.59,91.78,81.57,64.52,17.05,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-07-27 00:00:00,20260727,2,72.0,71.65,51.55,91.74,81.53,64.52,17.01,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-08-03 00:00:00,20260803,2,70.0,71.61,51.51,91.7,81.48,64.52,16.96,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-08-10 00:00:00,20260810,2,64.0,71.56,51.46,91.65,81.43,64.52,16.91,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-08-17 00:00:00,20260817,2,,71.51,51.41,91.6,81.37,64.52,16.85,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-08-24 00:00:00,20260824,2,,71.46,51.36,91.55,81.32,64.52,16.79,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-08-31 00:00:00,20260831,2,,71.41,51.31,91.5,81.26,64.52,16.74,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-09-07 00:00:00,20260907,2,,48.56,28.47,68.66,55.26,64.52,-9.26,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-09-14 00:00:00,20260914,2,,48.52,28.42,68.61,55.21,64.52,-9.31,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-09-21 00:00:00,20260921,2,,48.48,28.38,68.57,55.16,64.52,-9.36,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-09-28 00:00:00,20260928,2,,48.44,28.34,68.53,55.12,64.52,-9.4,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-10-05 00:00:00,20261005,2,,48.41,28.31,68.5,55.08,64.52,-9.44,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-10-12 00:00:00,20261012,2,,48.38,28.29,68.48,55.06,64.52,-9.46,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-10-19 00:00:00,20261019,2,,48.37,28.27,68.46,55.04,64.52,-9.48,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-10-26 00:00:00,20261026,2,,48.36,28.26,68.46,55.03,64.52,-9.49,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-11-02 00:00:00,20261102,2,,48.36,28.27,68.46,55.03,64.52,-9.49,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-08-26 00:00:00,20240826,3,4.0,42.17,24.38,59.96,50.14,42.95,7.18,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-09-02 00:00:00,20240902,3,33.0,27.77,9.98,45.56,33.01,42.95,-9.94,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-09-09 00:00:00,20240909,3,33.0,27.7,9.91,45.49,32.94,42.95,-10.02,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-09-16 00:00:00,20240916,3,29.0,27.66,9.87,45.45,32.89,42.95,-10.07,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-09-23 00:00:00,20240923,3,30.0,27.64,9.85,45.43,32.87,42.95,-10.09,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-09-30 00:00:00,20240930,3,18.0,27.65,9.86,45.44,32.87,42.95,-10.08,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-10-07 00:00:00,20241007,3,21.0,27.68,9.89,45.47,32.91,42.95,-10.04,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-10-14 00:00:00,20241014,3,35.0,27.73,9.95,45.52,32.97,42.95,-9.98,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-10-21 00:00:00,20241021,3,27.0,27.81,10.02,45.6,33.07,42.95,-9.89,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-10-28 00:00:00,20241028,3,42.0,27.91,10.12,45.7,33.19,42.95,-9.77,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-11-04 00:00:00,20241104,3,28.0,28.03,10.24,45.82,33.33,42.95,-9.62,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-11-11 00:00:00,20241111,3,28.0,28.17,10.39,45.96,33.5,42.95,-9.46,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-11-18 00:00:00,20241118,3,29.0,28.33,10.54,46.12,33.69,42.95,-9.27,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-11-25 00:00:00,20241125,3,27.0,28.51,10.72,46.3,33.89,42.95,-9.06,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-12-02 00:00:00,20241202,3,25.0,28.69,10.9,46.48,34.11,42.95,-8.84,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-12-09 00:00:00,20241209,3,27.0,28.89,11.1,46.68,34.35,42.95,-8.61,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-12-16 00:00:00,20241216,3,36.0,29.09,11.31,46.88,34.59,42.95,-8.36,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-12-23 00:00:00,20241223,3,22.0,29.3,11.52,47.09,34.84,42.95,-8.11,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-12-30 00:00:00,20241230,3,38.0,29.52,11.73,47.31,35.09,42.95,-7.86,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-01-06 00:00:00,20250106,3,37.0,29.73,11.94,47.52,35.34,42.95,-7.61,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-01-13 00:00:00,20250113,3,29.0,29.93,12.15,47.72,35.59,42.95,-7.36,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-01-20 00:00:00,20250120,3,31.0,30.14,12.35,47.92,35.83,42.95,-7.12,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-01-27 00:00:00,20250127,3,18.0,30.33,12.54,48.12,36.06,42.95,-6.9,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-02-03 00:00:00,20250203,3,50.0,44.82,27.03,62.61,53.29,42.95,10.34,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-02-10 00:00:00,20250210,3,64.0,44.99,27.2,62.78,53.49,42.95,10.54,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-02-17 00:00:00,20250217,3,36.0,45.14,27.35,62.93,53.66,42.95,10.71,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-02-24 00:00:00,20250224,3,43.0,45.27,27.48,63.06,53.82,42.95,10.87,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-03-03 00:00:00,20250303,3,42.0,45.38,27.59,63.17,53.95,42.95,11.0,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-03-10 00:00:00,20250310,3,51.0,45.46,27.67,63.25,54.05,42.95,11.1,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-03-17 00:00:00,20250317,3,62.0,45.53,27.74,63.32,54.13,42.95,11.18,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-03-24 00:00:00,20250324,3,48.0,45.57,27.78,63.36,54.18,42.95,11.22,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-03-31 00:00:00,20250331,3,25.0,45.59,27.8,63.38,54.2,42.95,11.24,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-04-07 00:00:00,20250407,3,36.0,31.26,13.47,49.05,37.17,42.95,-5.79,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-04-14 00:00:00,20250414,3,18.0,31.23,13.44,49.02,37.13,42.95,-5.83,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-04-21 00:00:00,20250421,3,29.0,31.17,13.38,48.96,37.06,42.95,-5.89,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-04-28 00:00:00,20250428,3,26.0,31.1,13.31,48.89,36.97,42.95,-5.98,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-05-05 00:00:00,20250505,3,24.0,31.0,13.21,48.79,36.85,42.95,-6.1,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-05-12 00:00:00,20250512,3,32.0,30.88,13.09,48.67,36.71,42.95,-6.24,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-05-19 00:00:00,20250519,3,21.0,30.74,12.95,48.53,36.55,42.95,-6.4,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-05-26 00:00:00,20250526,3,35.0,30.59,12.8,48.38,36.37,42.95,-6.58,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-06-02 00:00:00,20250602,3,32.0,30.43,12.64,48.22,36.18,42.95,-6.78,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-06-09 00:00:00,20250609,3,35.0,30.25,12.46,48.04,35.97,42.95,-6.99,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-06-16 00:00:00,20250616,3,28.0,30.07,12.28,47.86,35.75,42.95,-7.2,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-06-23 00:00:00,20250623,3,37.0,29.88,12.09,47.67,35.53,42.95,-7.43,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-06-30 00:00:00,20250630,3,59.0,29.69,11.9,47.48,35.3,42.95,-7.65,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-07-07 00:00:00,20250707,3,51.0,43.82,26.03,61.61,52.1,42.95,9.14,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-07-14 00:00:00,20250714,3,34.0,43.63,25.84,61.42,51.87,42.95,8.92,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
