event_id,case_id,event_datetime,from_status,to_status,team_key,event_type,business_hours_since_previous,synthetic_label
EVT-0006025,CASE-001497,2025-01-16 18:39:04,Submitted,Triaged,6,Status Change,3.08,Synthetic demonstration data — not actual University of Sydney results
EVT-0006026,CASE-001497,2025-01-17 05:32:50,Triaged,Assigned,6,Status Change,10.11,Synthetic demonstration data — not actual University of Sydney results
EVT-0006027,CASE-001497,2025-01-19 05:59:07,Assigned,Merged Duplicate,6,Status Change,41.36,Synthetic demonstration data — not actual University of Sydney results
EVT-0006028,CASE-001498,2025-02-11 13:39:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006029,CASE-001498,2025-02-11 19:59:03,Submitted,Triaged,5,Status Change,4.09,Synthetic demonstration data — not actual University of Sydney results
EVT-0006030,CASE-001498,2025-02-12 10:03:37,Triaged,Assigned,5,Status Change,13.17,Synthetic demonstration data — not actual University of Sydney results
EVT-0006031,CASE-001498,2025-02-13 00:50:25,Assigned,Resolved,5,Status Change,22.7,Synthetic demonstration data — not actual University of Sydney results
EVT-0006032,CASE-001499,2025-10-09 19:05:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006033,CASE-001499,2025-10-10 01:25:35,Submitted,Triaged,4,Status Change,4.09,Synthetic demonstration data — not actual University of Sydney results
EVT-0006034,CASE-001499,2025-10-10 14:11:14,Triaged,Assigned,4,Status Change,12.33,Synthetic demonstration data — not actual University of Sydney results
EVT-0006035,CASE-001499,2025-10-11 06:19:23,Assigned,Resolved,4,Status Change,22.74,Synthetic demonstration data — not actual University of Sydney results
EVT-0006036,CASE-001500,2024-12-17 15:41:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006037,CASE-001500,2024-12-17 23:26:36,Submitted,Triaged,4,Status Change,5.01,Synthetic demonstration data — not actual University of Sydney results
EVT-0006038,CASE-001500,2024-12-18 03:58:16,Triaged,Assigned,4,Status Change,7.93,Synthetic demonstration data — not actual University of Sydney results
EVT-0006039,CASE-001500,2024-12-19 12:13:58,Assigned,Resolved,4,Status Change,28.74,Synthetic demonstration data — not actual University of Sydney results
EVT-0006040,CASE-001501,2025-11-19 11:35:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006041,CASE-001501,2025-11-19 12:41:14,Submitted,Triaged,4,Status Change,0.71,Synthetic demonstration data — not actual University of Sydney results
EVT-0006042,CASE-001501,2025-11-19 20:36:26,Triaged,Assigned,4,Status Change,5.82,Synthetic demonstration data — not actual University of Sydney results
EVT-0006043,CASE-001501,2025-11-21 02:45:15,Assigned,Resolved,4,Status Change,25.27,Synthetic demonstration data — not actual University of Sydney results
EVT-0006044,CASE-001502,2025-10-30 18:46:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006046,CASE-001502,2025-10-30 23:29:12,Triaged,Assigned,9,Status Change,3.05,Synthetic demonstration data — not actual University of Sydney results
EVT-0006047,CASE-001502,2025-10-31 15:07:43,Assigned,Resolved,9,Status Change,13.14,Synthetic demonstration data — not actual University of Sydney results
EVT-0006048,CASE-001503,2025-08-18 10:33:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006049,CASE-001503,2025-08-18 11:49:48,Submitted,Triaged,4,Status Change,0.83,Synthetic demonstration data — not actual University of Sydney results
EVT-0006050,CASE-001503,2025-08-18 16:10:55,Triaged,Assigned,4,Status Change,3.63,Synthetic demonstration data — not actual University of Sydney results
EVT-0006051,CASE-001503,2025-08-20 01:31:35,Assigned,Resolved,4,Status Change,25.15,Synthetic demonstration data — not actual University of Sydney results
EVT-0006052,CASE-001504,2026-07-08 12:14:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006053,CASE-001504,2026-07-08 20:44:43,Submitted,Triaged,9,Status Change,5.49,Synthetic demonstration data — not actual University of Sydney results
EVT-0006054,CASE-001504,2026-07-09 13:34:38,Triaged,Assigned,9,Status Change,16.35,Synthetic demonstration data — not actual University of Sydney results
EVT-0006055,CASE-001504,2026-07-18 03:45:58,Assigned,Resolved,9,Status Change,149.38,Synthetic demonstration data — not actual University of Sydney results
EVT-0006056,CASE-001505,2026-02-02 08:12:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006057,CASE-001505,2026-02-02 09:42:14,Submitted,Triaged,9,Status Change,0.97,Synthetic demonstration data — not actual University of Sydney results
EVT-0006058,CASE-001505,2026-02-02 11:51:50,Triaged,Assigned,9,Status Change,2.36,Synthetic demonstration data — not actual University of Sydney results
EVT-0006059,CASE-001505,2026-02-03 10:36:49,Assigned,In Progress,9,Status Change,17.04,Synthetic demonstration data — not actual University of Sydney results
EVT-0006060,CASE-001505,2026-02-03 20:53:08,In Progress,Resolved,9,Status Change,23.67,Synthetic demonstration data — not actual University of Sydney results
EVT-0006061,CASE-001506,2026-03-07 18:40:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006062,CASE-001506,2026-03-08 02:01:36,Submitted,Triaged,3,Status Change,4.75,Synthetic demonstration data — not actual University of Sydney results
EVT-0006063,CASE-001506,2026-03-08 07:00:09,Triaged,Assigned,3,Status Change,7.96,Synthetic demonstration data — not actual University of Sydney results
EVT-0006064,CASE-001506,2026-03-10 20:07:48,Assigned,Resolved,3,Status Change,47.4,Synthetic demonstration data — not actual University of Sydney results
EVT-0006065,CASE-001507,2025-12-23 14:44:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006066,CASE-001507,2025-12-23 21:16:38,Submitted,Triaged,3,Status Change,4.22,Synthetic demonstration data — not actual University of Sydney results
EVT-0006067,CASE-001507,2025-12-25 07:16:59,Triaged,Resolved,3,Status Change,26.16,Synthetic demonstration data — not actual University of Sydney results
EVT-0006068,CASE-001508,2026-05-19 10:26:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006070,CASE-001508,2026-05-19 18:19:16,Triaged,Assigned,9,Status Change,5.09,Synthetic demonstration data — not actual University of Sydney results
EVT-0006071,CASE-001508,2026-05-20 16:34:04,Assigned,In Progress,9,Status Change,19.44,Synthetic demonstration data — not actual University of Sydney results
EVT-0006072,CASE-001508,2026-05-21 04:17:13,In Progress,Resolved,9,Status Change,27.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006073,CASE-001509,2025-01-30 16:08:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006074,CASE-001509,2025-01-30 19:12:19,Submitted,Triaged,5,Status Change,1.98,Synthetic demonstration data — not actual University of Sydney results
EVT-0006075,CASE-001509,2025-01-30 23:31:31,Triaged,Assigned,5,Status Change,4.77,Synthetic demonstration data — not actual University of Sydney results
EVT-0006076,CASE-001509,2025-01-31 18:36:06,Assigned,Resolved,5,Status Change,17.08,Synthetic demonstration data — not actual University of Sydney results
EVT-0006077,CASE-001510,2024-11-26 19:20:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006078,CASE-001510,2024-11-27 04:48:34,Submitted,Triaged,9,Status Change,6.11,Synthetic demonstration data — not actual University of Sydney results
EVT-0006079,CASE-001510,2024-11-27 13:53:36,Triaged,Assigned,9,Status Change,11.97,Synthetic demonstration data — not actual University of Sydney results
EVT-0006080,CASE-001510,2024-11-28 23:58:43,Assigned,Resolved,9,Status Change,33.96,Synthetic demonstration data — not actual University of Sydney results
EVT-0006081,CASE-001511,2025-09-22 13:50:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006082,CASE-001511,2025-09-22 22:57:47,Submitted,Triaged,5,Status Change,5.89,Synthetic demonstration data — not actual University of Sydney results
EVT-0006083,CASE-001511,2025-09-23 08:13:02,Triaged,Assigned,5,Status Change,11.86,Synthetic demonstration data — not actual University of Sydney results
EVT-0006084,CASE-001511,2025-09-24 16:33:16,Assigned,Resolved,5,Status Change,32.72,Synthetic demonstration data — not actual University of Sydney results
EVT-0006085,CASE-001512,2025-08-04 11:15:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006086,CASE-001512,2025-08-04 15:54:21,Submitted,Triaged,5,Status Change,3.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006087,CASE-001512,2025-08-05 13:54:24,Triaged,In Progress,5,Status Change,17.2,Synthetic demonstration data — not actual University of Sydney results
EVT-0006088,CASE-001512,2025-08-06 00:16:23,In Progress,Resolved,5,Status Change,23.89,Synthetic demonstration data — not actual University of Sydney results
EVT-0006089,CASE-001513,2026-06-26 19:38:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006090,CASE-001513,2026-06-26 21:34:09,Submitted,Triaged,3,Status Change,1.25,Synthetic demonstration data — not actual University of Sydney results
EVT-0006091,CASE-001513,2026-06-27 01:24:33,Triaged,Assigned,3,Status Change,3.73,Synthetic demonstration data — not actual University of Sydney results
EVT-0006092,CASE-001513,2026-06-27 20:20:21,Assigned,Resolved,3,Status Change,15.94,Synthetic demonstration data — not actual University of Sydney results
EVT-0006093,CASE-001514,2026-08-05 11:04:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006094,CASE-001514,2026-08-05 13:35:40,Submitted,Triaged,4,Status Change,1.63,Synthetic demonstration data — not actual University of Sydney results
EVT-0006095,CASE-001514,2026-08-06 09:49:07,Triaged,Assigned,4,Status Change,14.68,Synthetic demonstration data — not actual University of Sydney results
EVT-0006096,CASE-001514,2026-08-10 11:16:45,Assigned,Resolved,4,Status Change,77.56,Synthetic demonstration data — not actual University of Sydney results
EVT-0006097,CASE-001515,2025-02-20 12:55:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006098,CASE-001515,2025-02-21 00:48:16,Submitted,Assigned,2,Status Change,7.67,Synthetic demonstration data — not actual University of Sydney results
EVT-0006099,CASE-001515,2025-02-22 22:14:06,Assigned,Resolved,2,Status Change,36.98,Synthetic demonstration data — not actual University of Sydney results
EVT-0006100,CASE-001516,2025-03-27 16:45:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006101,CASE-001516,2025-03-27 19:40:40,Submitted,Triaged,8,Status Change,1.89,Synthetic demonstration data — not actual University of Sydney results
EVT-0006102,CASE-001516,2025-03-28 01:01:19,Triaged,Assigned,8,Status Change,5.34,Synthetic demonstration data — not actual University of Sydney results
EVT-0006103,CASE-001516,2025-03-28 18:44:30,Assigned,In Progress,8,Status Change,16.77,Synthetic demonstration data — not actual University of Sydney results
EVT-0006104,CASE-001516,2025-03-29 04:50:58,In Progress,Resolved,8,Status Change,23.29,Synthetic demonstration data — not actual University of Sydney results
EVT-0006105,CASE-001517,2026-02-04 15:21:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006106,CASE-001517,2026-02-04 18:11:52,Submitted,Triaged,4,Status Change,1.84,Synthetic demonstration data — not actual University of Sydney results
EVT-0006107,CASE-001517,2026-02-04 20:18:36,Triaged,Assigned,4,Status Change,3.2,Synthetic demonstration data — not actual University of Sydney results
EVT-0006108,CASE-001517,2026-02-06 02:25:50,Assigned,Resolved,4,Status Change,22.63,Synthetic demonstration data — not actual University of Sydney results
EVT-0006109,CASE-001518,2025-10-26 13:52:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006110,CASE-001518,2025-10-26 15:00:09,Submitted,Triaged,5,Status Change,0.73,Synthetic demonstration data — not actual University of Sydney results
EVT-0006111,CASE-001518,2025-10-26 18:24:38,Triaged,Assigned,5,Status Change,2.93,Synthetic demonstration data — not actual University of Sydney results
EVT-0006112,CASE-001518,2025-10-27 15:28:50,Assigned,Resolved,5,Status Change,16.53,Synthetic demonstration data — not actual University of Sydney results
EVT-0006113,CASE-001519,2026-07-20 11:17:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006114,CASE-001519,2026-07-20 14:44:31,Submitted,Triaged,2,Status Change,2.23,Synthetic demonstration data — not actual University of Sydney results
EVT-0006115,CASE-001519,2026-07-20 21:32:21,Triaged,Assigned,2,Status Change,6.62,Synthetic demonstration data — not actual University of Sydney results
EVT-0006116,CASE-001519,2026-07-21 06:29:52,Assigned,Resolved,2,Status Change,12.4,Synthetic demonstration data — not actual University of Sydney results
EVT-0006117,CASE-001520,2026-02-10 20:24:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006119,CASE-001520,2026-02-12 16:43:12,Triaged,Assigned,9,Status Change,28.59,Synthetic demonstration data — not actual University of Sydney results
EVT-0006120,CASE-001520,2026-02-21 18:10:18,Assigned,Resolved,9,Status Change,168.89,Synthetic demonstration data — not actual University of Sydney results
EVT-0006121,CASE-001521,2026-07-01 12:38:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006122,CASE-001521,2026-07-01 15:09:40,Submitted,Triaged,9,Status Change,1.63,Synthetic demonstration data — not actual University of Sydney results
EVT-0006123,CASE-001521,2026-07-01 23:11:36,Triaged,Assigned,9,Status Change,6.81,Synthetic demonstration data — not actual University of Sydney results
EVT-0006124,CASE-001521,2026-07-04 18:44:44,Assigned,Resolved,9,Status Change,50.4,Synthetic demonstration data — not actual University of Sydney results
EVT-0006125,CASE-001522,2026-04-12 08:35:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006126,CASE-001522,2026-04-12 15:10:31,Submitted,Triaged,5,Status Change,4.25,Synthetic demonstration data — not actual University of Sydney results
EVT-0006127,CASE-001522,2026-04-13 06:54:12,Triaged,Assigned,5,Status Change,14.4,Synthetic demonstration data — not actual University of Sydney results
EVT-0006128,CASE-001522,2026-04-15 15:27:08,Assigned,Resolved,5,Status Change,50.88,Synthetic demonstration data — not actual University of Sydney results
EVT-0006129,CASE-001523,2025-03-25 10:53:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006130,CASE-001523,2025-03-25 20:00:52,Submitted,Triaged,4,Status Change,5.89,Synthetic demonstration data — not actual University of Sydney results
EVT-0006131,CASE-001523,2025-03-26 05:29:28,Triaged,Assigned,4,Status Change,12.01,Synthetic demonstration data — not actual University of Sydney results
EVT-0006132,CASE-001523,2025-03-27 13:36:45,Assigned,Resolved,4,Status Change,32.73,Synthetic demonstration data — not actual University of Sydney results
EVT-0006133,CASE-001524,2025-10-02 16:10:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006134,CASE-001524,2025-10-02 20:42:38,Submitted,Triaged,6,Status Change,2.93,Synthetic demonstration data — not actual University of Sydney results
EVT-0006135,CASE-001524,2025-10-03 01:36:24,Triaged,Assigned,6,Status Change,6.09,Synthetic demonstration data — not actual University of Sydney results
EVT-0006136,CASE-001524,2025-10-04 12:17:34,Assigned,Resolved,6,Status Change,28.47,Synthetic demonstration data — not actual University of Sydney results
EVT-0006137,CASE-001525,2026-05-31 11:40:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006140,CASE-001525,2026-06-01 03:55:15,Assigned,Resolved,4,Status Change,10.49,Synthetic demonstration data — not actual University of Sydney results
EVT-0006141,CASE-001526,2025-07-22 11:09:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006142,CASE-001526,2025-07-22 13:35:52,Submitted,Triaged,1,Status Change,1.58,Synthetic demonstration data — not actual University of Sydney results
EVT-0006143,CASE-001526,2025-07-23 22:50:45,Triaged,Assigned,1,Status Change,23.03,Synthetic demonstration data — not actual University of Sydney results
EVT-0006144,CASE-001526,2025-07-25 18:55:35,Assigned,In Progress,1,Status Change,51.47,Synthetic demonstration data — not actual University of Sydney results
EVT-0006145,CASE-001526,2025-07-27 01:57:02,In Progress,Resolved,1,Status Change,71.48,Synthetic demonstration data — not actual University of Sydney results
EVT-0006146,CASE-001527,2025-09-05 15:49:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006147,CASE-001527,2025-09-05 21:44:12,Submitted,Triaged,3,Status Change,3.82,Synthetic demonstration data — not actual University of Sydney results
EVT-0006148,CASE-001527,2025-09-06 04:46:36,Triaged,Assigned,3,Status Change,8.36,Synthetic demonstration data — not actual University of Sydney results
EVT-0006149,CASE-001527,2025-09-07 13:54:32,Assigned,Resolved,3,Status Change,29.74,Synthetic demonstration data — not actual University of Sydney results
EVT-0006150,CASE-001528,2025-02-03 13:34:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006151,CASE-001528,2025-02-03 16:43:07,Submitted,Triaged,3,Status Change,2.03,Synthetic demonstration data — not actual University of Sydney results
EVT-0006152,CASE-001528,2025-02-03 21:13:50,Triaged,Assigned,3,Status Change,4.94,Synthetic demonstration data — not actual University of Sydney results
EVT-0006153,CASE-001528,2025-02-04 21:37:49,Assigned,Merged Duplicate,3,Status Change,20.69,Synthetic demonstration data — not actual University of Sydney results
EVT-0006154,CASE-001529,2024-09-24 14:40:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006155,CASE-001529,2024-09-24 18:41:55,Submitted,Triaged,2,Status Change,2.6,Synthetic demonstration data — not actual University of Sydney results
EVT-0006156,CASE-001529,2024-09-25 00:47:40,Triaged,Assigned,2,Status Change,6.53,Synthetic demonstration data — not actual University of Sydney results
EVT-0006157,CASE-001529,2024-09-25 13:55:02,Assigned,Resolved,2,Status Change,15.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006158,CASE-001530,2026-04-01 10:54:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006159,CASE-001530,2026-04-01 17:26:38,Submitted,Triaged,1,Status Change,4.22,Synthetic demonstration data — not actual University of Sydney results
EVT-0006160,CASE-001530,2026-04-02 23:03:36,Triaged,Assigned,1,Status Change,23.33,Synthetic demonstration data — not actual University of Sydney results
EVT-0006161,CASE-001530,2026-04-05 17:16:35,Assigned,Resolved,1,Status Change,66.05,Synthetic demonstration data — not actual University of Sydney results
EVT-0006162,CASE-001531,2025-03-03 17:38:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006163,CASE-001531,2025-03-03 20:39:26,Submitted,Triaged,4,Status Change,1.95,Synthetic demonstration data — not actual University of Sydney results
EVT-0006164,CASE-001531,2025-03-04 03:39:55,Triaged,Assigned,4,Status Change,6.47,Synthetic demonstration data — not actual University of Sydney results
EVT-0006165,CASE-001531,2025-03-05 15:33:57,Assigned,Resolved,4,Status Change,29.63,Synthetic demonstration data — not actual University of Sydney results
EVT-0006166,CASE-001532,2026-05-29 13:24:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006167,CASE-001532,2026-05-29 16:31:12,Submitted,Triaged,9,Status Change,2.01,Synthetic demonstration data — not actual University of Sydney results
EVT-0006168,CASE-001532,2026-05-29 22:58:04,Triaged,Assigned,9,Status Change,6.17,Synthetic demonstration data — not actual University of Sydney results
EVT-0006169,CASE-001532,2026-05-30 22:32:59,Assigned,Cancelled,9,Status Change,21.39,Synthetic demonstration data — not actual University of Sydney results
EVT-0006170,CASE-001533,2025-03-10 20:04:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006171,CASE-001533,2025-03-10 22:06:52,Submitted,Triaged,3,Status Change,1.32,Synthetic demonstration data — not actual University of Sydney results
EVT-0006172,CASE-001533,2025-03-11 07:30:24,Triaged,Assigned,3,Status Change,7.38,Synthetic demonstration data — not actual University of Sydney results
EVT-0006173,CASE-001533,2025-03-13 12:57:57,Assigned,Resolved,3,Status Change,41.87,Synthetic demonstration data — not actual University of Sydney results
EVT-0006174,CASE-001534,2025-08-19 09:07:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006175,CASE-001534,2025-08-19 12:11:19,Submitted,Triaged,2,Status Change,1.98,Synthetic demonstration data — not actual University of Sydney results
EVT-0006176,CASE-001534,2025-08-22 00:36:32,Triaged,Withdrawn,2,Status Change,40.96,Synthetic demonstration data — not actual University of Sydney results
EVT-0006177,CASE-001535,2025-11-08 15:46:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006178,CASE-001535,2025-11-08 16:37:50,Submitted,Triaged,2,Status Change,0.56,Synthetic demonstration data — not actual University of Sydney results
EVT-0006179,CASE-001535,2025-11-10 20:23:24,Triaged,Resolved,2,Status Change,33.95,Synthetic demonstration data — not actual University of Sydney results
EVT-0006180,CASE-001536,2025-02-06 11:20:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006181,CASE-001536,2025-02-06 13:45:55,Submitted,Triaged,1,Status Change,1.57,Synthetic demonstration data — not actual University of Sydney results
EVT-0006182,CASE-001536,2025-02-07 01:16:09,Triaged,Assigned,1,Status Change,8.99,Synthetic demonstration data — not actual University of Sydney results
EVT-0006183,CASE-001536,2025-02-08 15:39:53,Assigned,Merged Duplicate,1,Status Change,33.76,Synthetic demonstration data — not actual University of Sydney results
EVT-0006184,CASE-001537,2026-01-21 15:43:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006185,CASE-001537,2026-01-21 17:38:12,Submitted,Triaged,5,Status Change,1.24,Synthetic demonstration data — not actual University of Sydney results
EVT-0006187,CASE-001537,2026-01-23 21:29:30,Assigned,Resolved,5,Status Change,34.69,Synthetic demonstration data — not actual University of Sydney results
EVT-0006188,CASE-001538,2025-01-23 19:06:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006189,CASE-001538,2025-01-23 20:03:36,Submitted,Triaged,1,Status Change,0.62,Synthetic demonstration data — not actual University of Sydney results
EVT-0006190,CASE-001538,2025-01-26 04:01:40,Triaged,Assigned,1,Status Change,36.73,Synthetic demonstration data — not actual University of Sydney results
EVT-0006191,CASE-001538,2025-01-31 00:20:36,Assigned,Resolved,1,Status Change,111.77,Synthetic demonstration data — not actual University of Sydney results
EVT-0006192,CASE-001539,2024-11-09 11:25:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006193,CASE-001539,2024-11-09 20:36:20,Submitted,Triaged,5,Status Change,5.93,Synthetic demonstration data — not actual University of Sydney results
EVT-0006194,CASE-001539,2024-11-10 03:42:16,Triaged,Assigned,5,Status Change,10.51,Synthetic demonstration data — not actual University of Sydney results
EVT-0006195,CASE-001539,2024-11-11 14:27:59,Assigned,Resolved,5,Status Change,32.94,Synthetic demonstration data — not actual University of Sydney results
EVT-0006196,CASE-001540,2025-06-24 11:09:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006197,CASE-001540,2025-06-24 14:22:55,Submitted,Triaged,5,Status Change,2.09,Synthetic demonstration data — not actual University of Sydney results
EVT-0006198,CASE-001540,2025-06-25 07:57:57,Triaged,Assigned,5,Status Change,13.43,Synthetic demonstration data — not actual University of Sydney results
EVT-0006199,CASE-001540,2025-06-27 18:01:34,Assigned,Resolved,5,Status Change,50.89,Synthetic demonstration data — not actual University of Sydney results
EVT-0006200,CASE-001541,2025-06-07 14:11:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006201,CASE-001541,2025-06-07 18:46:07,Submitted,Triaged,3,Status Change,2.96,Synthetic demonstration data — not actual University of Sydney results
EVT-0006202,CASE-001541,2025-06-08 04:57:31,Triaged,Assigned,3,Status Change,9.53,Synthetic demonstration data — not actual University of Sydney results
EVT-0006203,CASE-001541,2025-06-08 08:31:31,Assigned,In Progress,3,Status Change,11.83,Synthetic demonstration data — not actual University of Sydney results
EVT-0006204,CASE-001541,2025-06-08 15:39:29,In Progress,Resolved,3,Status Change,16.44,Synthetic demonstration data — not actual University of Sydney results
EVT-0006205,CASE-001542,2025-08-28 13:48:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006206,CASE-001542,2025-08-28 16:04:19,Submitted,Triaged,5,Status Change,1.47,Synthetic demonstration data — not actual University of Sydney results
EVT-0006207,CASE-001542,2025-08-28 21:14:24,Triaged,Assigned,5,Status Change,4.8,Synthetic demonstration data — not actual University of Sydney results
EVT-0006208,CASE-001542,2025-08-30 06:36:50,Assigned,Resolved,5,Status Change,26.33,Synthetic demonstration data — not actual University of Sydney results
EVT-0006209,CASE-001543,2025-03-08 08:25:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006210,CASE-001543,2025-03-08 13:28:21,Submitted,Triaged,2,Status Change,3.26,Synthetic demonstration data — not actual University of Sydney results
EVT-0006211,CASE-001543,2025-03-09 00:58:36,Triaged,Assigned,2,Status Change,10.68,Synthetic demonstration data — not actual University of Sydney results
EVT-0006212,CASE-001543,2025-03-10 14:05:47,Assigned,Resolved,2,Status Change,34.63,Synthetic demonstration data — not actual University of Sydney results
EVT-0006213,CASE-001544,2026-05-18 12:24:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006214,CASE-001544,2026-05-18 19:03:21,Submitted,Triaged,4,Status Change,4.29,Synthetic demonstration data — not actual University of Sydney results
EVT-0006215,CASE-001544,2026-05-19 03:21:36,Triaged,Assigned,4,Status Change,9.65,Synthetic demonstration data — not actual University of Sydney results
EVT-0006216,CASE-001544,2026-05-20 01:30:50,Assigned,Resolved,4,Status Change,23.94,Synthetic demonstration data — not actual University of Sydney results
EVT-0006217,CASE-001545,2026-06-15 08:00:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006218,CASE-001545,2026-06-15 10:20:09,Submitted,Triaged,4,Status Change,1.51,Synthetic demonstration data — not actual University of Sydney results
EVT-0006219,CASE-001545,2026-06-15 15:05:16,Triaged,Assigned,4,Status Change,4.57,Synthetic demonstration data — not actual University of Sydney results
EVT-0006220,CASE-001545,2026-06-16 13:41:27,Assigned,In Progress,4,Status Change,19.16,Synthetic demonstration data — not actual University of Sydney results
EVT-0006221,CASE-001545,2026-06-17 01:14:14,In Progress,Resolved,4,Status Change,26.6,Synthetic demonstration data — not actual University of Sydney results
EVT-0006222,CASE-001546,2026-02-17 19:19:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006223,CASE-001546,2026-02-17 22:36:45,Submitted,Triaged,2,Status Change,2.13,Synthetic demonstration data — not actual University of Sydney results
EVT-0006224,CASE-001546,2026-02-19 16:00:16,Triaged,Assigned,2,Status Change,28.83,Synthetic demonstration data — not actual University of Sydney results
EVT-0006225,CASE-001546,2026-02-27 19:53:49,Assigned,Resolved,2,Status Change,155.21,Synthetic demonstration data — not actual University of Sydney results
EVT-0006226,CASE-001547,2026-01-06 10:21:00,New,Submitted,0,Status Change,0.0,Synthetic demonstration data — not actual University of Sydney results
EVT-0006227,CASE-001547,2026-01-06 15:28:12,Submitted,Triaged,5,Status Change,3.3,Synthetic demonstration data — not actual University of Sydney results
EVT-0006228,CASE-001547,2026-01-06 23:53:09,Triaged,Assigned,5,Status Change,8.73,Synthetic demonstration data — not actual University of Sydney results
