date,date_key,service_key,self_service_sessions,successful_completions,abandonments,estimated_cases_deflected,completion_rate,synthetic_label
2025-01-07 00:00:00,20250107,2,135,72,63,39,0.5322,Synthetic demonstration data — not actual University of Sydney results
2025-01-08 00:00:00,20250108,1,182,127,55,55,0.6961,Synthetic demonstration data — not actual University of Sydney results
2025-01-08 00:00:00,20250108,2,102,56,46,27,0.5513,Synthetic demonstration data — not actual University of Sydney results
2025-01-09 00:00:00,20250109,1,202,122,80,52,0.6021,Synthetic demonstration data — not actual University of Sydney results
2025-01-09 00:00:00,20250109,2,183,103,80,54,0.561,Synthetic demonstration data — not actual University of Sydney results
2025-01-10 00:00:00,20250110,1,159,115,44,45,0.7235,Synthetic demonstration data — not actual University of Sydney results
2025-01-10 00:00:00,20250110,2,87,46,41,19,0.5297,Synthetic demonstration data — not actual University of Sydney results
2025-01-11 00:00:00,20250111,1,132,81,51,49,0.6101,Synthetic demonstration data — not actual University of Sydney results
2025-01-11 00:00:00,20250111,2,102,66,36,35,0.6519,Synthetic demonstration data — not actual University of Sydney results
2025-01-12 00:00:00,20250112,1,116,82,34,49,0.708,Synthetic demonstration data — not actual University of Sydney results
2025-01-12 00:00:00,20250112,2,93,51,42,25,0.5528,Synthetic demonstration data — not actual University of Sydney results
2025-01-13 00:00:00,20250113,1,144,89,55,34,0.6205,Synthetic demonstration data — not actual University of Sydney results
2025-01-13 00:00:00,20250113,2,176,102,74,55,0.5808,Synthetic demonstration data — not actual University of Sydney results
2025-01-14 00:00:00,20250114,1,161,112,49,63,0.6976,Synthetic demonstration data — not actual University of Sydney results
2025-01-14 00:00:00,20250114,2,132,62,70,35,0.4703,Synthetic demonstration data — not actual University of Sydney results
2025-01-15 00:00:00,20250115,1,148,99,49,38,0.6692,Synthetic demonstration data — not actual University of Sydney results
2025-01-15 00:00:00,20250115,2,134,74,60,37,0.5534,Synthetic demonstration data — not actual University of Sydney results
2025-01-16 00:00:00,20250116,1,134,76,58,33,0.5643,Synthetic demonstration data — not actual University of Sydney results
2025-01-16 00:00:00,20250116,2,47,29,18,11,0.6099,Synthetic demonstration data — not actual University of Sydney results
2025-01-17 00:00:00,20250117,1,137,88,49,36,0.6421,Synthetic demonstration data — not actual University of Sydney results
2025-01-17 00:00:00,20250117,2,137,77,60,42,0.5594,Synthetic demonstration data — not actual University of Sydney results
2025-01-18 00:00:00,20250118,1,96,65,31,38,0.6741,Synthetic demonstration data — not actual University of Sydney results
2025-01-18 00:00:00,20250118,2,78,49,29,23,0.6236,Synthetic demonstration data — not actual University of Sydney results
2025-01-19 00:00:00,20250119,1,70,45,25,19,0.6422,Synthetic demonstration data — not actual University of Sydney results
2025-01-19 00:00:00,20250119,2,103,62,41,30,0.5984,Synthetic demonstration data — not actual University of Sydney results
2025-01-20 00:00:00,20250120,1,126,86,40,36,0.6862,Synthetic demonstration data — not actual University of Sydney results
2025-01-20 00:00:00,20250120,2,103,55,48,24,0.5363,Synthetic demonstration data — not actual University of Sydney results
2025-01-21 00:00:00,20250121,1,177,130,47,68,0.7325,Synthetic demonstration data — not actual University of Sydney results
2025-01-21 00:00:00,20250121,2,105,60,45,36,0.5706,Synthetic demonstration data — not actual University of Sydney results
2025-01-22 00:00:00,20250122,1,182,130,52,79,0.7147,Synthetic demonstration data — not actual University of Sydney results
2025-01-22 00:00:00,20250122,2,155,82,73,38,0.53,Synthetic demonstration data — not actual University of Sydney results
2025-01-23 00:00:00,20250123,1,116,81,35,38,0.6951,Synthetic demonstration data — not actual University of Sydney results
2025-01-23 00:00:00,20250123,2,117,58,59,34,0.4954,Synthetic demonstration data — not actual University of Sydney results
2025-01-24 00:00:00,20250124,1,151,99,52,50,0.6543,Synthetic demonstration data — not actual University of Sydney results
2025-01-24 00:00:00,20250124,2,78,46,32,20,0.5958,Synthetic demonstration data — not actual University of Sydney results
2025-01-25 00:00:00,20250125,1,105,66,39,31,0.6291,Synthetic demonstration data — not actual University of Sydney results
2025-01-25 00:00:00,20250125,2,82,50,32,24,0.6069,Synthetic demonstration data — not actual University of Sydney results
2025-01-26 00:00:00,20250126,1,90,64,26,31,0.7134,Synthetic demonstration data — not actual University of Sydney results
2025-01-26 00:00:00,20250126,2,153,98,55,37,0.6377,Synthetic demonstration data — not actual University of Sydney results
2025-01-27 00:00:00,20250127,1,182,122,60,67,0.6719,Synthetic demonstration data — not actual University of Sydney results
2025-01-27 00:00:00,20250127,2,140,78,62,46,0.5576,Synthetic demonstration data — not actual University of Sydney results
2025-01-28 00:00:00,20250128,1,110,74,36,31,0.676,Synthetic demonstration data — not actual University of Sydney results
2025-01-28 00:00:00,20250128,2,134,66,68,29,0.4916,Synthetic demonstration data — not actual University of Sydney results
2025-01-29 00:00:00,20250129,1,150,101,49,45,0.6722,Synthetic demonstration data — not actual University of Sydney results
2025-01-29 00:00:00,20250129,2,120,66,54,33,0.552,Synthetic demonstration data — not actual University of Sydney results
2025-01-30 00:00:00,20250130,1,200,122,78,63,0.6106,Synthetic demonstration data — not actual University of Sydney results
2025-01-30 00:00:00,20250130,2,124,73,51,37,0.5858,Synthetic demonstration data — not actual University of Sydney results
2025-01-31 00:00:00,20250131,1,136,89,47,40,0.6521,Synthetic demonstration data — not actual University of Sydney results
2025-01-31 00:00:00,20250131,2,122,68,54,32,0.5553,Synthetic demonstration data — not actual University of Sydney results
2025-02-01 00:00:00,20250201,1,159,88,71,35,0.5538,Synthetic demonstration data — not actual University of Sydney results
2025-02-01 00:00:00,20250201,2,76,40,36,15,0.527,Synthetic demonstration data — not actual University of Sydney results
2025-02-02 00:00:00,20250202,1,124,73,51,42,0.591,Synthetic demonstration data — not actual University of Sydney results
2025-02-02 00:00:00,20250202,2,142,78,64,37,0.5519,Synthetic demonstration data — not actual University of Sydney results
2025-02-03 00:00:00,20250203,1,163,106,57,51,0.6492,Synthetic demonstration data — not actual University of Sydney results
2025-02-03 00:00:00,20250203,2,122,64,58,30,0.5282,Synthetic demonstration data — not actual University of Sydney results
2025-02-04 00:00:00,20250204,1,173,97,76,47,0.5612,Synthetic demonstration data — not actual University of Sydney results
2025-02-04 00:00:00,20250204,2,117,65,52,31,0.5516,Synthetic demonstration data — not actual University of Sydney results
2025-02-05 00:00:00,20250205,1,164,92,72,46,0.5616,Synthetic demonstration data — not actual University of Sydney results
2025-02-05 00:00:00,20250205,2,90,49,41,23,0.5436,Synthetic demonstration data — not actual University of Sydney results
2025-02-06 00:00:00,20250206,1,246,169,77,96,0.6881,Synthetic demonstration data — not actual University of Sydney results
2025-02-06 00:00:00,20250206,2,139,74,65,45,0.5316,Synthetic demonstration data — not actual University of Sydney results
2025-02-07 00:00:00,20250207,1,255,128,127,61,0.502,Synthetic demonstration data — not actual University of Sydney results
2025-02-07 00:00:00,20250207,2,138,69,69,32,0.5016,Synthetic demonstration data — not actual University of Sydney results
2025-02-08 00:00:00,20250208,1,158,89,69,52,0.5651,Synthetic demonstration data — not actual University of Sydney results
2025-02-08 00:00:00,20250208,2,89,51,38,25,0.5675,Synthetic demonstration data — not actual University of Sydney results
2025-02-09 00:00:00,20250209,1,218,125,93,75,0.5742,Synthetic demonstration data — not actual University of Sydney results
2025-02-09 00:00:00,20250209,2,86,46,40,18,0.5337,Synthetic demonstration data — not actual University of Sydney results
2025-02-10 00:00:00,20250210,1,197,113,84,63,0.5753,Synthetic demonstration data — not actual University of Sydney results
2025-02-10 00:00:00,20250210,2,127,69,58,38,0.5431,Synthetic demonstration data — not actual University of Sydney results
2025-02-11 00:00:00,20250211,1,167,99,68,55,0.5925,Synthetic demonstration data — not actual University of Sydney results
2025-02-11 00:00:00,20250211,2,207,110,97,55,0.5328,Synthetic demonstration data — not actual University of Sydney results
2025-02-12 00:00:00,20250212,1,203,126,77,70,0.6216,Synthetic demonstration data — not actual University of Sydney results
2025-02-12 00:00:00,20250212,2,177,105,72,64,0.5931,Synthetic demonstration data — not actual University of Sydney results
2025-02-13 00:00:00,20250213,1,178,95,83,51,0.532,Synthetic demonstration data — not actual University of Sydney results
2025-02-13 00:00:00,20250213,2,154,91,63,51,0.5892,Synthetic demonstration data — not actual University of Sydney results
2025-02-14 00:00:00,20250214,1,211,120,91,73,0.5666,Synthetic demonstration data — not actual University of Sydney results
2025-02-14 00:00:00,20250214,2,136,70,66,31,0.5111,Synthetic demonstration data — not actual University of Sydney results
2025-02-15 00:00:00,20250215,1,138,74,64,41,0.5366,Synthetic demonstration data — not actual University of Sydney results
2025-02-15 00:00:00,20250215,2,125,71,54,32,0.5647,Synthetic demonstration data — not actual University of Sydney results
2025-02-16 00:00:00,20250216,1,139,78,61,30,0.5616,Synthetic demonstration data — not actual University of Sydney results
2025-02-16 00:00:00,20250216,2,91,47,44,19,0.5124,Synthetic demonstration data — not actual University of Sydney results
2025-02-17 00:00:00,20250217,1,257,152,105,60,0.5921,Synthetic demonstration data — not actual University of Sydney results
2025-02-17 00:00:00,20250217,2,189,116,73,48,0.6135,Synthetic demonstration data — not actual University of Sydney results
2025-02-18 00:00:00,20250218,1,139,84,55,40,0.6023,Synthetic demonstration data — not actual University of Sydney results
2025-02-18 00:00:00,20250218,2,151,76,75,29,0.5064,Synthetic demonstration data — not actual University of Sydney results
2025-02-19 00:00:00,20250219,1,243,129,114,69,0.5315,Synthetic demonstration data — not actual University of Sydney results
2025-02-19 00:00:00,20250219,2,116,51,65,21,0.4382,Synthetic demonstration data — not actual University of Sydney results
2025-02-20 00:00:00,20250220,1,261,147,114,84,0.5645,Synthetic demonstration data — not actual University of Sydney results
2025-02-20 00:00:00,20250220,2,99,53,46,26,0.5366,Synthetic demonstration data — not actual University of Sydney results
2025-02-21 00:00:00,20250221,1,181,96,85,42,0.5306,Synthetic demonstration data — not actual University of Sydney results
2025-02-21 00:00:00,20250221,2,144,81,63,40,0.5627,Synthetic demonstration data — not actual University of Sydney results
2025-02-22 00:00:00,20250222,1,175,104,71,52,0.5929,Synthetic demonstration data — not actual University of Sydney results
2025-02-22 00:00:00,20250222,2,151,90,61,34,0.5987,Synthetic demonstration data — not actual University of Sydney results
2025-02-23 00:00:00,20250223,1,113,64,49,38,0.5636,Synthetic demonstration data — not actual University of Sydney results
2025-02-23 00:00:00,20250223,2,116,61,55,23,0.5265,Synthetic demonstration data — not actual University of Sydney results
2025-02-24 00:00:00,20250224,1,187,110,77,51,0.5882,Synthetic demonstration data — not actual University of Sydney results
2025-02-24 00:00:00,20250224,2,157,90,67,49,0.5734,Synthetic demonstration data — not actual University of Sydney results
2025-02-25 00:00:00,20250225,1,210,116,94,44,0.5516,Synthetic demonstration data — not actual University of Sydney results
2025-02-25 00:00:00,20250225,2,182,88,94,53,0.4861,Synthetic demonstration data — not actual University of Sydney results
2025-02-26 00:00:00,20250226,1,141,82,59,44,0.5811,Synthetic demonstration data — not actual University of Sydney results
2025-02-26 00:00:00,20250226,2,137,75,62,41,0.5457,Synthetic demonstration data — not actual University of Sydney results
2025-02-27 00:00:00,20250227,1,168,82,86,43,0.4878,Synthetic demonstration data — not actual University of Sydney results
2025-02-27 00:00:00,20250227,2,151,64,87,31,0.4235,Synthetic demonstration data — not actual University of Sydney results
2025-02-28 00:00:00,20250228,1,198,115,83,60,0.5785,Synthetic demonstration data — not actual University of Sydney results
2025-02-28 00:00:00,20250228,2,158,77,81,47,0.4905,Synthetic demonstration data — not actual University of Sydney results
2025-03-01 00:00:00,20250301,1,125,81,44,48,0.6465,Synthetic demonstration data — not actual University of Sydney results
2025-03-01 00:00:00,20250301,2,115,61,54,26,0.5326,Synthetic demonstration data — not actual University of Sydney results
2025-03-02 00:00:00,20250302,1,210,120,90,67,0.5725,Synthetic demonstration data — not actual University of Sydney results
2025-03-02 00:00:00,20250302,2,124,67,57,34,0.5388,Synthetic demonstration data — not actual University of Sydney results
2025-03-03 00:00:00,20250303,1,194,115,79,52,0.592,Synthetic demonstration data — not actual University of Sydney results
2025-03-03 00:00:00,20250303,2,199,107,92,48,0.539,Synthetic demonstration data — not actual University of Sydney results
2025-03-04 00:00:00,20250304,1,212,138,74,79,0.6503,Synthetic demonstration data — not actual University of Sydney results
2025-03-04 00:00:00,20250304,2,172,92,80,42,0.5341,Synthetic demonstration data — not actual University of Sydney results
2025-03-05 00:00:00,20250305,1,192,107,85,44,0.5597,Synthetic demonstration data — not actual University of Sydney results
2025-03-05 00:00:00,20250305,2,134,90,44,52,0.6738,Synthetic demonstration data — not actual University of Sydney results
2025-03-06 00:00:00,20250306,1,173,84,89,34,0.486,Synthetic demonstration data — not actual University of Sydney results
2025-03-06 00:00:00,20250306,2,161,77,84,46,0.4773,Synthetic demonstration data — not actual University of Sydney results
2025-03-07 00:00:00,20250307,1,215,120,95,49,0.5569,Synthetic demonstration data — not actual University of Sydney results
2025-03-07 00:00:00,20250307,2,105,55,50,29,0.5219,Synthetic demonstration data — not actual University of Sydney results
2025-03-08 00:00:00,20250308,1,170,103,67,48,0.6036,Synthetic demonstration data — not actual University of Sydney results
2025-03-08 00:00:00,20250308,2,131,73,58,36,0.5568,Synthetic demonstration data — not actual University of Sydney results
2025-03-09 00:00:00,20250309,1,184,105,79,63,0.5698,Synthetic demonstration data — not actual University of Sydney results
2025-03-09 00:00:00,20250309,2,131,68,63,42,0.5206,Synthetic demonstration data — not actual University of Sydney results
2025-03-10 00:00:00,20250310,1,181,99,82,50,0.5471,Synthetic demonstration data — not actual University of Sydney results
2025-03-10 00:00:00,20250310,2,180,115,65,48,0.6396,Synthetic demonstration data — not actual University of Sydney results
2025-03-11 00:00:00,20250311,1,200,119,81,70,0.5958,Synthetic demonstration data — not actual University of Sydney results
2025-03-11 00:00:00,20250311,2,106,57,49,32,0.5408,Synthetic demonstration data — not actual University of Sydney results
2025-03-12 00:00:00,20250312,1,203,99,104,60,0.4865,Synthetic demonstration data — not actual University of Sydney results
2025-03-12 00:00:00,20250312,2,117,70,47,28,0.6005,Synthetic demonstration data — not actual University of Sydney results
2025-03-13 00:00:00,20250313,1,177,97,80,37,0.5501,Synthetic demonstration data — not actual University of Sydney results
2025-03-13 00:00:00,20250313,2,223,120,103,64,0.5369,Synthetic demonstration data — not actual University of Sydney results
2025-03-14 00:00:00,20250314,1,148,79,69,33,0.5347,Synthetic demonstration data — not actual University of Sydney results
2025-03-14 00:00:00,20250314,2,200,118,82,65,0.5919,Synthetic demonstration data — not actual University of Sydney results
2025-03-15 00:00:00,20250315,1,150,73,77,42,0.4873,Synthetic demonstration data — not actual University of Sydney results
2025-03-15 00:00:00,20250315,2,125,74,51,31,0.5958,Synthetic demonstration data — not actual University of Sydney results
2025-03-16 00:00:00,20250316,1,134,73,61,37,0.5426,Synthetic demonstration data — not actual University of Sydney results
2025-03-16 00:00:00,20250316,2,130,70,60,33,0.5422,Synthetic demonstration data — not actual University of Sydney results
2025-03-17 00:00:00,20250317,1,201,113,88,46,0.5629,Synthetic demonstration data — not actual University of Sydney results
2025-03-17 00:00:00,20250317,2,187,105,82,48,0.5619,Synthetic demonstration data — not actual University of Sydney results
2025-03-18 00:00:00,20250318,1,153,86,67,53,0.5627,Synthetic demonstration data — not actual University of Sydney results
2025-03-18 00:00:00,20250318,2,152,86,66,37,0.5667,Synthetic demonstration data — not actual University of Sydney results
2025-03-19 00:00:00,20250319,1,227,124,103,74,0.5479,Synthetic demonstration data — not actual University of Sydney results
2025-03-19 00:00:00,20250319,2,172,97,75,58,0.5658,Synthetic demonstration data — not actual University of Sydney results
2025-03-20 00:00:00,20250320,1,211,126,85,59,0.5993,Synthetic demonstration data — not actual University of Sydney results
2025-03-20 00:00:00,20250320,2,116,64,52,39,0.556,Synthetic demonstration data — not actual University of Sydney results
2025-03-21 00:00:00,20250321,1,110,62,48,26,0.5643,Synthetic demonstration data — not actual University of Sydney results
2025-03-21 00:00:00,20250321,2,163,95,68,57,0.5821,Synthetic demonstration data — not actual University of Sydney results
2025-03-22 00:00:00,20250322,1,142,80,62,35,0.5632,Synthetic demonstration data — not actual University of Sydney results
2025-03-22 00:00:00,20250322,2,105,62,43,34,0.588,Synthetic demonstration data — not actual University of Sydney results
2025-03-23 00:00:00,20250323,1,141,84,57,37,0.5953,Synthetic demonstration data — not actual University of Sydney results
2025-03-23 00:00:00,20250323,2,110,58,52,30,0.531,Synthetic demonstration data — not actual University of Sydney results
2025-03-24 00:00:00,20250324,1,131,78,53,47,0.598,Synthetic demonstration data — not actual University of Sydney results
2025-03-24 00:00:00,20250324,2,174,96,78,37,0.5504,Synthetic demonstration data — not actual University of Sydney results
2025-03-25 00:00:00,20250325,1,157,94,63,52,0.5978,Synthetic demonstration data — not actual University of Sydney results
2025-03-25 00:00:00,20250325,2,159,74,85,34,0.4635,Synthetic demonstration data — not actual University of Sydney results
2025-03-26 00:00:00,20250326,1,224,135,89,72,0.6008,Synthetic demonstration data — not actual University of Sydney results
2025-03-26 00:00:00,20250326,2,156,92,64,44,0.5881,Synthetic demonstration data — not actual University of Sydney results
2025-03-27 00:00:00,20250327,1,169,93,76,57,0.5517,Synthetic demonstration data — not actual University of Sydney results
2025-03-27 00:00:00,20250327,2,138,76,62,42,0.5493,Synthetic demonstration data — not actual University of Sydney results
2025-03-28 00:00:00,20250328,1,218,109,109,65,0.499,Synthetic demonstration data — not actual University of Sydney results
2025-03-28 00:00:00,20250328,2,122,63,59,28,0.5185,Synthetic demonstration data — not actual University of Sydney results
2025-03-29 00:00:00,20250329,1,159,79,80,34,0.4971,Synthetic demonstration data — not actual University of Sydney results
2025-03-29 00:00:00,20250329,2,106,62,44,25,0.5891,Synthetic demonstration data — not actual University of Sydney results
2025-03-30 00:00:00,20250330,1,125,70,55,36,0.5563,Synthetic demonstration data — not actual University of Sydney results
2025-03-30 00:00:00,20250330,2,142,76,66,40,0.5371,Synthetic demonstration data — not actual University of Sydney results
2025-03-31 00:00:00,20250331,1,116,70,46,43,0.6036,Synthetic demonstration data — not actual University of Sydney results
2025-03-31 00:00:00,20250331,2,112,68,44,32,0.6054,Synthetic demonstration data — not actual University of Sydney results
2025-04-01 00:00:00,20250401,1,157,90,67,54,0.576,Synthetic demonstration data — not actual University of Sydney results
2025-04-01 00:00:00,20250401,2,115,76,39,32,0.6638,Synthetic demonstration data — not actual University of Sydney results
2025-04-02 00:00:00,20250402,1,211,143,68,82,0.6758,Synthetic demonstration data — not actual University of Sydney results
2025-04-02 00:00:00,20250402,2,133,80,53,41,0.6036,Synthetic demonstration data — not actual University of Sydney results
2025-04-03 00:00:00,20250403,1,115,74,41,30,0.6405,Synthetic demonstration data — not actual University of Sydney results
2025-04-03 00:00:00,20250403,2,112,57,55,22,0.5082,Synthetic demonstration data — not actual University of Sydney results
2025-04-04 00:00:00,20250404,1,95,70,25,39,0.7359,Synthetic demonstration data — not actual University of Sydney results
2025-04-04 00:00:00,20250404,2,165,91,74,46,0.5512,Synthetic demonstration data — not actual University of Sydney results
2025-04-05 00:00:00,20250405,1,87,59,28,27,0.6784,Synthetic demonstration data — not actual University of Sydney results
2025-04-05 00:00:00,20250405,2,95,55,40,34,0.5748,Synthetic demonstration data — not actual University of Sydney results
2025-04-06 00:00:00,20250406,1,115,83,32,43,0.7213,Synthetic demonstration data — not actual University of Sydney results
2025-04-06 00:00:00,20250406,2,64,39,25,18,0.6121,Synthetic demonstration data — not actual University of Sydney results
2025-04-07 00:00:00,20250407,1,134,86,48,47,0.6447,Synthetic demonstration data — not actual University of Sydney results
2025-04-07 00:00:00,20250407,2,112,61,51,28,0.5467,Synthetic demonstration data — not actual University of Sydney results
2025-04-08 00:00:00,20250408,1,156,108,48,44,0.6949,Synthetic demonstration data — not actual University of Sydney results
2025-04-08 00:00:00,20250408,2,131,84,47,38,0.64,Synthetic demonstration data — not actual University of Sydney results
2025-04-09 00:00:00,20250409,1,230,163,67,92,0.7108,Synthetic demonstration data — not actual University of Sydney results
2025-04-09 00:00:00,20250409,2,86,42,44,21,0.4844,Synthetic demonstration data — not actual University of Sydney results
2025-04-10 00:00:00,20250410,1,135,97,38,51,0.7167,Synthetic demonstration data — not actual University of Sydney results
2025-04-10 00:00:00,20250410,2,154,69,85,26,0.4504,Synthetic demonstration data — not actual University of Sydney results
2025-04-11 00:00:00,20250411,1,181,103,78,43,0.5668,Synthetic demonstration data — not actual University of Sydney results
2025-04-11 00:00:00,20250411,2,146,69,77,36,0.4696,Synthetic demonstration data — not actual University of Sydney results
2025-04-12 00:00:00,20250412,1,100,74,26,38,0.7425,Synthetic demonstration data — not actual University of Sydney results
2025-04-12 00:00:00,20250412,2,98,55,43,32,0.5641,Synthetic demonstration data — not actual University of Sydney results
2025-04-13 00:00:00,20250413,1,114,75,39,32,0.6559,Synthetic demonstration data — not actual University of Sydney results
2025-04-13 00:00:00,20250413,2,99,52,47,21,0.5254,Synthetic demonstration data — not actual University of Sydney results
2025-04-14 00:00:00,20250414,1,175,116,59,48,0.6642,Synthetic demonstration data — not actual University of Sydney results
2025-04-14 00:00:00,20250414,2,140,76,64,38,0.5438,Synthetic demonstration data — not actual University of Sydney results
2025-04-15 00:00:00,20250415,1,165,111,54,65,0.6702,Synthetic demonstration data — not actual University of Sydney results
2025-04-15 00:00:00,20250415,2,119,72,47,29,0.6033,Synthetic demonstration data — not actual University of Sydney results
2025-04-16 00:00:00,20250416,1,141,97,44,54,0.6888,Synthetic demonstration data — not actual University of Sydney results
2025-04-16 00:00:00,20250416,2,119,63,56,26,0.5322,Synthetic demonstration data — not actual University of Sydney results
2025-04-17 00:00:00,20250417,1,207,132,75,79,0.6383,Synthetic demonstration data — not actual University of Sydney results
2025-04-17 00:00:00,20250417,2,111,64,47,26,0.5783,Synthetic demonstration data — not actual University of Sydney results
2025-04-18 00:00:00,20250418,1,97,63,34,26,0.6483,Synthetic demonstration data — not actual University of Sydney results
2025-04-18 00:00:00,20250418,2,112,65,47,26,0.5847,Synthetic demonstration data — not actual University of Sydney results
2025-04-19 00:00:00,20250419,1,104,78,26,45,0.7471,Synthetic demonstration data — not actual University of Sydney results
2025-04-19 00:00:00,20250419,2,122,74,48,37,0.6068,Synthetic demonstration data — not actual University of Sydney results
2025-04-20 00:00:00,20250420,1,113,81,32,43,0.7179,Synthetic demonstration data — not actual University of Sydney results
2025-04-20 00:00:00,20250420,2,123,74,49,37,0.6005,Synthetic demonstration data — not actual University of Sydney results
2025-04-21 00:00:00,20250421,1,132,98,34,56,0.7427,Synthetic demonstration data — not actual University of Sydney results
2025-04-21 00:00:00,20250421,2,106,55,51,28,0.5232,Synthetic demonstration data — not actual University of Sydney results
2025-04-22 00:00:00,20250422,1,166,121,45,73,0.7295,Synthetic demonstration data — not actual University of Sydney results
2025-04-22 00:00:00,20250422,2,160,87,73,52,0.5428,Synthetic demonstration data — not actual University of Sydney results
2025-04-23 00:00:00,20250423,1,140,107,33,52,0.7609,Synthetic demonstration data — not actual University of Sydney results
2025-04-23 00:00:00,20250423,2,119,63,56,32,0.5257,Synthetic demonstration data — not actual University of Sydney results
2025-04-24 00:00:00,20250424,1,134,101,33,39,0.756,Synthetic demonstration data — not actual University of Sydney results
2025-04-24 00:00:00,20250424,2,150,80,70,37,0.532,Synthetic demonstration data — not actual University of Sydney results
2025-04-25 00:00:00,20250425,1,177,122,55,46,0.6877,Synthetic demonstration data — not actual University of Sydney results
2025-04-25 00:00:00,20250425,2,186,87,99,41,0.4661,Synthetic demonstration data — not actual University of Sydney results
2025-04-26 00:00:00,20250426,1,133,91,42,43,0.6876,Synthetic demonstration data — not actual University of Sydney results
2025-04-26 00:00:00,20250426,2,95,57,38,33,0.5969,Synthetic demonstration data — not actual University of Sydney results
2025-04-27 00:00:00,20250427,1,77,56,21,24,0.7241,Synthetic demonstration data — not actual University of Sydney results
2025-04-27 00:00:00,20250427,2,90,52,38,25,0.5735,Synthetic demonstration data — not actual University of Sydney results
2025-04-28 00:00:00,20250428,1,182,136,46,69,0.7464,Synthetic demonstration data — not actual University of Sydney results
2025-04-28 00:00:00,20250428,2,117,70,47,39,0.5974,Synthetic demonstration data — not actual University of Sydney results
2025-04-29 00:00:00,20250429,1,149,88,61,51,0.5909,Synthetic demonstration data — not actual University of Sydney results
2025-04-29 00:00:00,20250429,2,170,103,67,51,0.6033,Synthetic demonstration data — not actual University of Sydney results
2025-04-30 00:00:00,20250430,1,172,121,51,60,0.7046,Synthetic demonstration data — not actual University of Sydney results
2025-04-30 00:00:00,20250430,2,134,74,60,30,0.5488,Synthetic demonstration data — not actual University of Sydney results
2025-05-01 00:00:00,20250501,1,199,135,64,64,0.6804,Synthetic demonstration data — not actual University of Sydney results
2025-05-01 00:00:00,20250501,2,109,56,53,23,0.5172,Synthetic demonstration data — not actual University of Sydney results
2025-05-02 00:00:00,20250502,1,156,109,47,50,0.6981,Synthetic demonstration data — not actual University of Sydney results
2025-05-02 00:00:00,20250502,2,114,59,55,24,0.5205,Synthetic demonstration data — not actual University of Sydney results
2025-05-03 00:00:00,20250503,1,114,85,29,34,0.7494,Synthetic demonstration data — not actual University of Sydney results
2025-05-03 00:00:00,20250503,2,73,36,37,16,0.4913,Synthetic demonstration data — not actual University of Sydney results
2025-05-04 00:00:00,20250504,1,85,62,23,28,0.7246,Synthetic demonstration data — not actual University of Sydney results
2025-05-04 00:00:00,20250504,2,77,44,33,17,0.5711,Synthetic demonstration data — not actual University of Sydney results
2025-05-05 00:00:00,20250505,1,183,137,46,56,0.7482,Synthetic demonstration data — not actual University of Sydney results
2025-05-05 00:00:00,20250505,2,126,72,54,33,0.5682,Synthetic demonstration data — not actual University of Sydney results
2025-05-06 00:00:00,20250506,1,160,100,60,47,0.6272,Synthetic demonstration data — not actual University of Sydney results
2025-05-06 00:00:00,20250506,2,108,55,53,30,0.5115,Synthetic demonstration data — not actual University of Sydney results
2025-05-07 00:00:00,20250507,1,137,94,43,51,0.6858,Synthetic demonstration data — not actual University of Sydney results
2025-05-07 00:00:00,20250507,2,128,72,56,43,0.561,Synthetic demonstration data — not actual University of Sydney results
2025-05-08 00:00:00,20250508,1,185,135,50,60,0.7321,Synthetic demonstration data — not actual University of Sydney results
2025-05-08 00:00:00,20250508,2,139,81,58,45,0.5816,Synthetic demonstration data — not actual University of Sydney results
2025-05-09 00:00:00,20250509,1,148,107,41,59,0.7258,Synthetic demonstration data — not actual University of Sydney results
2025-05-09 00:00:00,20250509,2,150,83,67,33,0.551,Synthetic demonstration data — not actual University of Sydney results
2025-05-10 00:00:00,20250510,1,125,84,41,45,0.6719,Synthetic demonstration data — not actual University of Sydney results
2025-05-10 00:00:00,20250510,2,138,86,52,50,0.6204,Synthetic demonstration data — not actual University of Sydney results
2025-05-11 00:00:00,20250511,1,154,107,47,47,0.6973,Synthetic demonstration data — not actual University of Sydney results
2025-05-11 00:00:00,20250511,2,108,65,43,34,0.6004,Synthetic demonstration data — not actual University of Sydney results
2025-05-12 00:00:00,20250512,1,119,83,36,32,0.6938,Synthetic demonstration data — not actual University of Sydney results
2025-05-12 00:00:00,20250512,2,78,43,35,16,0.5471,Synthetic demonstration data — not actual University of Sydney results
2025-05-13 00:00:00,20250513,1,116,65,51,31,0.5642,Synthetic demonstration data — not actual University of Sydney results
2025-05-13 00:00:00,20250513,2,134,72,62,40,0.5398,Synthetic demonstration data — not actual University of Sydney results
2025-05-14 00:00:00,20250514,1,101,73,28,42,0.7192,Synthetic demonstration data — not actual University of Sydney results
2025-05-14 00:00:00,20250514,2,141,79,62,31,0.5635,Synthetic demonstration data — not actual University of Sydney results
2025-05-15 00:00:00,20250515,1,170,121,49,64,0.7136,Synthetic demonstration data — not actual University of Sydney results
2025-05-15 00:00:00,20250515,2,115,66,49,30,0.5742,Synthetic demonstration data — not actual University of Sydney results
2025-05-16 00:00:00,20250516,1,95,62,33,32,0.6492,Synthetic demonstration data — not actual University of Sydney results
